component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,375,48,0.128,0.44,0.262,2,2
CU,0.2,375,72,0.192,0.44,0.262,2,2
CU,0.3,375,108,0.288,0.44,0.262,2,2
CU,0.4,375,165,0.44,0.44,0.262,2,2
EV,0.1,375,36,0.096,0.24,0.16799999999999998,4,4
EV,0.2,375,57,0.152,0.24,0.16799999999999998,4,4
EV,0.3,375,69,0.184,0.24,0.16799999999999998,4,4
EV,0.4,375,90,0.24,0.24,0.16799999999999998,4,4
MD,0.1,375,90,0.24,0.8,0.5720000000000001,1,1
MD,0.2,375,198,0.528,0.8,0.5720000000000001,1,1
MD,0.3,375,270,0.72,0.8,0.5720000000000001,1,1
MD,0.4,375,300,0.8,0.8,0.5720000000000001,1,1
OU,0.1,375,39,0.104,0.352,0.216,3,3
OU,0.2,375,66,0.176,0.352,0.216,3,3
OU,0.3,375,87,0.232,0.352,0.216,3,3
OU,0.4,375,132,0.352,0.352,0.216,3,3
