component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,41,3,0.07317073170731707,0.14634146341463414,0.12804878048780488,1,1
CU,0.2,41,6,0.14634146341463414,0.14634146341463414,0.12804878048780488,1,1
CU,0.3,41,6,0.14634146341463414,0.14634146341463414,0.12804878048780488,1,1
CU,0.4,41,6,0.14634146341463414,0.14634146341463414,0.12804878048780488,1,1
EV,0.1,41,0,0.0,0.14634146341463414,0.07317073170731707,1,3
EV,0.2,41,3,0.07317073170731707,0.14634146341463414,0.07317073170731707,1,3
EV,0.3,41,3,0.07317073170731707,0.14634146341463414,0.07317073170731707,1,3
EV,0.4,41,6,0.14634146341463414,0.14634146341463414,0.07317073170731707,1,3
MD,0.1,41,0,0.0,0.14634146341463414,0.09146341463414634,1,2
MD,0.2,41,3,0.07317073170731707,0.14634146341463414,0.09146341463414634,1,2
MD,0.3,41,6,0.14634146341463414,0.14634146341463414,0.09146341463414634,1,2
MD,0.4,41,6,0.14634146341463414,0.14634146341463414,0.09146341463414634,1,2
OU,0.1,41,0,0.0,0.14634146341463414,0.036585365853658534,1,4
OU,0.2,41,0,0.0,0.14634146341463414,0.036585365853658534,1,4
OU,0.3,41,0,0.0,0.14634146341463414,0.036585365853658534,1,4
OU,0.4,41,6,0.14634146341463414,0.14634146341463414,0.036585365853658534,1,4
