wave,rows,nroy_pct,Imax_median,Imax_p95,Imax_max,metrics_used_mean
wave1,348.0,31.321839080459768,3.2881425722557944,4.906566819140718,12.388181215801849,13.0
wave2,360.0,70.0,2.5325082821127265,3.4162881334360202,4.141979816275489,11.0
