wave,rows,nroy_pct,Imax_median,Imax_p95,Imax_max,metrics_used_mean
wave1,1026.0,35.38011695906433,2.971244405173926,4.851145806055616,7.865368381579501,11.0
wave2,1050.0,54.57142857142857,2.527465511384414,3.203185716575546,4.697943352312194,11.0
