metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,5.346,5.346,0.0,fixed_baseline,0,,,
Output_mean,80.0,10.0,10.692,10.692,0.0,fixed_baseline,0,,,
Consumption_mean,80.0,10.0,10.692,10.692,0.0,fixed_baseline,0,,,
AvgPrice_mean,1.05,0.05,0.06237,0.06237,0.0,fixed_baseline,0,,,
DefaultsHH_rate,0.004,0.002,0.0024300000000000003,0.0024300000000000003,0.0,fixed_baseline,0,,,
BankFailed_share,0.0,0.01,0.008100000000000001,0.008100000000000001,0.0,fixed_baseline,0,,,
BankResolved_share,0.05,0.03,0.04050000000000001,0.04050000000000001,0.0,fixed_baseline,0,,,
BankResolutionHaircut_mean,0.02,0.01,0.016200000000000003,0.016200000000000003,0.0,fixed_baseline,0,,,
BankBailedOut_share,0.02,0.02,0.0243,0.0243,0.0,fixed_baseline,0,,,
BankBailoutAmount_mean,0.2,0.2,0.18792,0.18792,0.0,fixed_baseline,0,,,
Transfers_mean,6.5,2.0,1.8792000000000002,1.8792000000000002,0.0,fixed_baseline,0,,,
HH_Deposit_mean,1.5,1.0,0.9396000000000001,0.9396000000000001,0.0,fixed_baseline,0,,,
Bank_Equity_mean,10.0,7.5,6.2694,6.2694,0.0,fixed_baseline,0,,,
PriceDispersion_mean,0.1,0.06,0.0972,0.0972,0.0,fixed_baseline,0,,,
InventoryGap_mean,0.0,0.25,0.28350000000000003,0.28350000000000003,0.0,fixed_baseline,0,,,
CreditRejections_mean,80.0,10.0,16.2,16.2,0.0,fixed_baseline,0,,,
FirmDowntimeShare_mean,0.05,0.04,0.056700000000000014,0.056700000000000014,0.0,fixed_baseline,0,,,
