metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,5.481854399999999,5.481854399999999,0.0,fixed_baseline,0,,,
Output_mean,80.0,10.0,10.963708799999997,10.963708799999997,0.0,fixed_baseline,0,,,
Consumption_mean,80.0,10.0,10.963708799999997,10.963708799999997,0.0,fixed_baseline,0,,,
AvgPrice_mean,1.05,0.05,0.06395496799999999,0.06395496799999999,0.0,fixed_baseline,0,,,
DefaultsHH_rate,0.004,0.002,0.002491752,0.002491752,0.0,fixed_baseline,0,,,
BankFailed_share,0.0,0.01,0.00830584,0.00830584,0.0,fixed_baseline,0,,,
BankResolved_share,0.05,0.03,0.041529199999999995,0.041529199999999995,0.0,fixed_baseline,0,,,
BankResolutionHaircut_mean,0.02,0.01,0.01661168,0.01661168,0.0,fixed_baseline,0,,,
BankBailedOut_share,0.02,0.02,0.02491751999999999,0.02491751999999999,0.0,fixed_baseline,0,,,
BankBailoutAmount_mean,0.2,0.2,0.19269548799999997,0.19269548799999997,0.0,fixed_baseline,0,,,
Transfers_mean,6.5,2.0,1.9269548799999994,1.9269548799999994,0.0,fixed_baseline,0,,,
HH_Deposit_mean,1.5,1.0,0.9634774399999997,0.9634774399999997,0.0,fixed_baseline,0,,,
Bank_Equity_mean,10.0,7.5,6.428720159999999,6.428720159999999,0.0,fixed_baseline,0,,,
PriceDispersion_mean,0.1,0.06,0.09967007999999997,0.09967007999999997,0.0,fixed_baseline,0,,,
InventoryGap_mean,0.0,0.25,0.2907043999999999,0.2907043999999999,0.0,fixed_baseline,0,,,
CreditRejections_mean,80.0,10.0,16.611679999999996,16.611679999999996,0.0,fixed_baseline,0,,,
FirmDowntimeShare_mean,0.05,0.04,0.05814087999999999,0.05814087999999999,0.0,fixed_baseline,0,,,
