component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,267,0,0.0,0.033707865168539325,0.014044943820224719,4,4
CU,0.2,267,3,0.011235955056179775,0.033707865168539325,0.014044943820224719,4,4
CU,0.3,267,3,0.011235955056179775,0.033707865168539325,0.014044943820224719,4,4
CU,0.4,267,9,0.033707865168539325,0.033707865168539325,0.014044943820224719,4,4
EV,0.1,267,3,0.011235955056179775,0.06741573033707865,0.033707865168539325,3,3
EV,0.2,267,3,0.011235955056179775,0.06741573033707865,0.033707865168539325,3,3
EV,0.3,267,12,0.0449438202247191,0.06741573033707865,0.033707865168539325,3,3
EV,0.4,267,18,0.06741573033707865,0.06741573033707865,0.033707865168539325,3,3
MD,0.1,267,9,0.033707865168539325,0.24719101123595505,0.12640449438202245,1,1
MD,0.2,267,21,0.07865168539325842,0.24719101123595505,0.12640449438202245,1,1
MD,0.3,267,39,0.14606741573033707,0.24719101123595505,0.12640449438202245,1,1
MD,0.4,267,66,0.24719101123595505,0.24719101123595505,0.12640449438202245,1,1
OU,0.1,267,3,0.011235955056179775,0.12359550561797752,0.07303370786516854,2,2
OU,0.2,267,21,0.07865168539325842,0.12359550561797752,0.07303370786516854,2,2
OU,0.3,267,21,0.07865168539325842,0.12359550561797752,0.07303370786516854,2,2
OU,0.4,267,33,0.12359550561797752,0.12359550561797752,0.07303370786516854,2,2
