wave,rows,nroy_pct,Imax_median,Imax_p95,Imax_max,metrics_used_mean
wave1,636.0,9.90566037735849,3.4577864017986095,5.365782243000082,16.776405228251374,14.0
wave2,750.0,54.0,2.683261605417913,3.545044477977573,3.980361075139337,12.0
