stage,seed,reasons,alpha_mean,alpha_std,wage,productivity,loan_rate,deposit_rate,bank_credit_multiplier,hh_debt_cap_multiplier,firm_debt_cap_multiplier,adaptation_rate,price_elasticity,skill_wage_weight,demand_smoothing,price_adjust_speed,price_stickiness,max_price_step,inventory_target_days,demand_expectation_memory,max_hire_per_step,max_fire_per_step,hh_max_dsr,firm_max_dsr,firm_reentry_lag,firm_reentry_cash_fraction,consumption_memory,precautionary_saving,consumption_floor_prop,consumption_ceiling_prop,unemployed_consumption_penalty,unemployment_transfer
strict,0,hh_deposit_below_min;bank_resolved_above_max,0.7285398746066533,0.0675580722518419,1.168915112723547,1.1690513773550808,0.028626603528808,0.0237975025844198,9.116689880614388,4.2186152786814,1.9990738109474284,0.5749359378326897,2.00751851247874,0.1207224850761088,0.2254092231987522,0.2897841199356026,0.7528791983667669,0.1368618227212839,1.576552864149782,0.445218105127573,5.811147191293692,5.895237181574701,0.4248556038501545,1.3780875423515917,3.6224965177920048,0.6300819155746338,0.3925190452154676,0.2065225984393913,0.3074638318813597,1.3718832471428652,0.4142352953526083,0.1378351764946501
strict,0,hh_deposit_below_min;bank_resolved_above_max,0.8360646946483794,0.0581489459607826,1.0129478060742052,1.1809917242490866,0.0386885913342992,0.0057201532079224,10.9908876466338,4.200563358447525,4.055346405356197,0.534376550249551,2.2101083191265496,0.2430252716750883,0.1165744213850438,0.2920459005881848,0.8268381380693224,0.0734085297038834,1.0619871945846673,0.3969977359884655,9.627106512760406,7.570215320890334,0.507211619266476,0.8212138904333233,3.15194967327756,0.4564041949282673,0.3819611745927437,0.2791905307668959,0.0424900416507954,1.485396159500182,0.3851272998636645,0.1028351833143569
strict,0,hh_deposit_below_min,0.8268087392261951,0.0591078344578508,1.0294622495198362,1.155711160570036,0.0551059145086992,0.0250439144738728,10.318898879186108,3.31792625210978,3.885588165754262,0.444629792213889,1.906531691287352,0.3789440233624188,0.0992287626231891,0.1874031779153515,0.7686517706364016,0.1569210308693236,1.7748173873984237,0.5098368958154647,9.82568319704582,6.537288006900765,0.5151522124836732,0.9172928260555766,1.1350976808175983,0.3320361822757607,0.4613822756947921,0.2102937719264397,0.1955739455131558,2.200071426003167,0.2747444236461316,0.1216525591083598
strict,0,hh_deposit_below_min;bank_resolved_above_max,0.7000780404702037,0.045076424490058,1.0866719592098948,1.258670430600793,0.027145205400539,0.0222407428344906,9.361757180324268,2.702932299497288,4.297038456635757,0.6139701654029618,2.62219666923421,0.2694586665477694,0.1515779079426143,0.2453730202366336,0.5861490896345385,0.1417262830383449,1.935485049649913,0.3649179027570693,7.687628921913488,6.7337915407731455,0.2870997664587589,1.8657687140360408,1.5958647479983128,0.4138845635166892,0.3105149285034734,0.283128968623487,0.1632353483218702,2.1711237379753907,0.2622204298958366,0.0610661217520156
strict,0,hh_deposit_below_min,0.7740650872425564,0.0445542661333068,1.113607131377412,1.269670544266486,0.0440344906989818,0.0146498174408031,7.523139615162004,2.68439953235973,4.377343692477479,0.4490981354941702,1.7700920921248509,0.2703336311705996,0.2442421611750274,0.2212203683445295,0.7746178158444639,0.0711416497280274,1.3496703851116785,0.568886413864455,8.263222541360086,7.74855872117128,0.3656486122920522,1.3438467650851489,1.6524013721292743,0.7030997878969414,0.647879666503792,0.252755628469452,0.0383405062379844,1.4409333253043948,0.3283100500310025,0.0656139116614038
strict,0,hh_deposit_below_min;bank_resolved_above_max,0.6763209328389514,0.0531172743176734,1.0223815666395024,1.372286733671333,0.0486452675694918,0.0118150026516067,8.218360942244317,2.6078094177715387,3.611698091360967,0.7375114709317254,2.078598989789086,0.1917468108207328,0.126174287852863,0.1884707999639403,0.5971184683893211,0.0700859596365386,1.8555415351121465,0.298249047962815,5.6015690862799445,4.121232657933446,0.446406694776834,0.9103413355902368,1.1953638875386678,0.7196710732356237,0.1873854723363478,0.1507048776067914,0.1654169304016125,2.087532311207561,0.2867830506107538,0.071531354457092
strict,0,hh_deposit_below_min,0.8293784494203907,0.04771674678891,1.168069506079261,1.0624387216298967,0.0448123526282243,0.0240646670787213,8.000665357728117,2.833461418571356,3.0837267643871824,0.4543347085582377,1.186078456216619,0.1347362401447812,0.2685140670572233,0.3215893359658455,0.4998599602950899,0.156115513351395,1.7356271802158885,0.2400511070172553,8.418394444116052,9.038912831722106,0.3547744600822799,0.9619384258439694,3.292506874070348,0.5818253978058585,0.3891518432178075,0.1297717758037484,0.1181745568728688,1.8599364828232965,0.3536653614466452,0.0465821637587073
strict,0,hh_deposit_below_min;bank_resolved_above_max;haircut_above_max,0.8060246170603201,0.1011479055186684,0.9955616384605056,1.379612022513378,0.0506035221263331,0.0116243958669626,9.924797193753305,3.898617580759338,3.3976718869934683,0.6324366484664496,1.3692395080152997,0.4200245454058561,0.2761028776020787,0.2345467568521916,0.7692053816161454,0.1581887889379788,1.478125503282231,0.4072503682581408,4.877217689111725,7.712945157684208,0.263268641155683,1.967901374095736,0.9263971805643608,0.3422039038520841,0.5884534192578754,0.2174253386646868,0.1445273654743639,1.7212354903198313,0.3557546292091067,0.042603768122597
strict,0,hh_deposit_below_min;bank_resolved_above_max,0.8657184680144818,0.0434640926512934,1.1061327882170824,1.4540231383858402,0.0462435535009791,0.0092693098524909,12.143540646352498,3.735167008530901,2.9558200548535023,0.6503294089407635,1.5341609436218553,0.3709634510226526,0.3055955213770523,0.3345345899123423,0.723023230520117,0.1801972899743548,1.9284587863723828,0.5777928798766189,5.534583401331096,7.134175660192778,0.5418587875049705,0.9504214327900976,3.34067220634995,0.4534233692521755,0.4275635872533697,0.2654213328401119,0.263317503660587,2.354490966853488,0.0987199602113823,0.1728721248289038
strict,0,hh_deposit_below_min;bank_resolved_above_max;haircut_above_max,0.721118739526489,0.0631335784884435,1.109121057278187,1.189909718262668,0.0433440047329981,0.0045611764243726,10.966345889478916,3.410837845399373,4.1280044089554,0.4338856525033705,1.1226774214772437,0.2906180238606027,0.287032715232037,0.2246705465191357,0.6043368376731975,0.1389614762100022,1.2944160903755908,0.3095170825839741,5.732853060456339,10.805466276673585,0.5363036855444726,1.8309145917407377,2.667428315020248,0.6800073296853986,0.2200437891274782,0.2471280970546181,0.2580717885652582,2.461163525945426,0.0983539269863427,0.0567591644825178
