component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,141,15,0.10638297872340426,0.3404255319148936,0.17553191489361702,2,2
CU,0.2,141,18,0.1276595744680851,0.3404255319148936,0.17553191489361702,2,2
CU,0.3,141,18,0.1276595744680851,0.3404255319148936,0.17553191489361702,2,2
CU,0.4,141,48,0.3404255319148936,0.3404255319148936,0.17553191489361702,2,2
EV,0.1,141,12,0.0851063829787234,0.2127659574468085,0.14893617021276595,3,3
EV,0.2,141,18,0.1276595744680851,0.2127659574468085,0.14893617021276595,3,3
EV,0.3,141,24,0.1702127659574468,0.2127659574468085,0.14893617021276595,3,3
EV,0.4,141,30,0.2127659574468085,0.2127659574468085,0.14893617021276595,3,3
MD,0.1,141,15,0.10638297872340426,0.6170212765957447,0.3191489361702128,1,1
MD,0.2,141,30,0.2127659574468085,0.6170212765957447,0.3191489361702128,1,1
MD,0.3,141,48,0.3404255319148936,0.6170212765957447,0.3191489361702128,1,1
MD,0.4,141,87,0.6170212765957447,0.6170212765957447,0.3191489361702128,1,1
OU,0.1,141,9,0.06382978723404255,0.19148936170212766,0.1382978723404255,4,4
OU,0.2,141,18,0.1276595744680851,0.19148936170212766,0.1382978723404255,4,4
OU,0.3,141,24,0.1702127659574468,0.19148936170212766,0.1382978723404255,4,4
OU,0.4,141,27,0.19148936170212766,0.19148936170212766,0.1382978723404255,4,4
