component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,429,0,0.0,0.055944055944055944,0.024475524475524476,4,4
CU,0.2,429,3,0.006993006993006993,0.055944055944055944,0.024475524475524476,4,4
CU,0.3,429,15,0.03496503496503497,0.055944055944055944,0.024475524475524476,4,4
CU,0.4,429,24,0.055944055944055944,0.055944055944055944,0.024475524475524476,4,4
EV,0.1,429,0,0.0,0.11188811188811189,0.06293706293706294,3,3
EV,0.2,429,21,0.04895104895104895,0.11188811188811189,0.06293706293706294,3,3
EV,0.3,429,39,0.09090909090909091,0.11188811188811189,0.06293706293706294,3,3
EV,0.4,429,48,0.11188811188811189,0.11188811188811189,0.06293706293706294,3,3
MD,0.1,429,12,0.027972027972027972,0.20279720279720279,0.11888111888111888,1,1
MD,0.2,429,42,0.0979020979020979,0.20279720279720279,0.11888111888111888,1,1
MD,0.3,429,63,0.14685314685314685,0.20279720279720279,0.11888111888111888,1,1
MD,0.4,429,87,0.20279720279720279,0.20279720279720279,0.11888111888111888,1,1
OU,0.1,429,3,0.006993006993006993,0.18181818181818182,0.1083916083916084,2,2
OU,0.2,429,42,0.0979020979020979,0.18181818181818182,0.1083916083916084,2,2
OU,0.3,429,63,0.14685314685314685,0.18181818181818182,0.1083916083916084,2,2
OU,0.4,429,78,0.18181818181818182,0.18181818181818182,0.1083916083916084,2,2
