param,initial_low,initial_high,nroy_min,nroy_max,nroy_p05,nroy_p95,shrink_pct
alpha_mean,0.45,0.85,0.5689500213907883,0.5909264163708586,0.5695509139459682,0.5883616201209719,94.50590125498242
alpha_std,0.03,0.13,0.0841471259285846,0.1061845247988974,0.0858258396518219,0.10553959439836784,77.9626011296872
wage,0.9,1.45,1.1975763302089597,1.28027386612611,1.2018037489513604,1.274245442699821,84.96408437869995
productivity,0.95,1.95,1.1513222469759248,1.3063601241203389,1.1595655144257087,1.2929198308636138,84.49621228555858
loan_rate,0.02,0.12,0.0516562808430208,0.0702534698416232,0.05222745625404589,0.06884734608977827,81.4028110013976
deposit_rate,0.001,0.028,0.0095803187650237,0.0178127386882937,0.009875486580310835,0.01715298852909558,69.50955583974073
bank_credit_multiplier,6.0,20.0,10.266326751299577,14.415535797833732,10.541880958335165,14.154255822614612,70.36279252475603
hh_debt_cap_multiplier,2.5,8.0,5.034119469397736,6.711214947991277,5.114201350823429,6.648581204830501,69.5073549346629
firm_debt_cap_multiplier,1.8,8.0,3.93958483769696,5.880464652300547,4.021493005382561,5.807172420068299,68.69548686123248
adaptation_rate,0.25,0.95,0.5245845218789438,0.6297796135198146,0.5290985367679116,0.6252798829999191,84.97212976558987
price_elasticity,0.95,2.9,1.523596882092228,2.0637415037127207,1.559237743095366,2.0371412927586197,72.30027581433372
skill_wage_weight,0.03,0.49,0.2056372122414567,0.2994238127280969,0.20944516865057683,0.2925516047594401,79.61160858986082
demand_smoothing,0.06,0.35,0.1750917710155326,0.2388407885863268,0.1788209311371008,0.23635423807793815,78.01758014800201
price_adjust_speed,0.08,0.45,0.2149239008832563,0.3191245947932244,0.21797622803676572,0.3100325533936764,71.83765029460321
price_stickiness,0.45,0.9,0.6521861012100235,0.7517994993303191,0.6577313346432572,0.7477432766054578,77.86368930660099
max_price_step,0.04,0.22,0.0993960883063009,0.1316175309275367,0.10052620508453179,0.1302493838255122,82.0991985437579
inventory_target_days,0.8,2.8,1.5046962064761011,2.029906296146748,1.5253814371596033,2.001850996053228,73.73949551646766
demand_expectation_memory,0.15,0.65,0.2956886386163277,0.4405324635591204,0.3049537562292944,0.4334469769345877,71.03123501144147
max_hire_per_step,3.0,12.0,5.650111866837403,9.179242562895924,5.801527216203541,8.99873441123364,60.787436710460874
max_fire_per_step,3.0,12.0,5.231007773511814,7.5653827251316255,5.3427930784460225,7.458338534784293,74.06250053755765
hh_max_dsr,0.3,1.0,0.5079289536325758,0.6516256213898031,0.5189235592797988,0.6469281416594578,79.4719046061104
firm_max_dsr,0.8,3.5,1.9960528242620592,2.4284604692450937,2.0215767092656596,2.4063202655748843,83.98490203766539
firm_reentry_lag,0.0,4.0,1.9754479296209224,2.6558036308986672,2.0126262824087733,2.6223429666868756,82.99110746805638
firm_reentry_cash_fraction,0.2,0.85,0.4311852872213749,0.6177754093150611,0.43954310438496674,0.6053689704341961,71.29382737020211
consumption_memory,0.15,0.75,0.4073466029601268,0.5303417665857167,0.4143465141723073,0.5226611999891844,79.50080606240168
precautionary_saving,0.03,0.35,0.1233197354498508,0.2160819375973339,0.1282661605952707,0.21245306439304346,71.01181182891152
consumption_floor_prop,0.0,0.35,0.1701994708281608,0.2564285096723157,0.17455595186086728,0.25081245209723624,75.3631317588129
consumption_ceiling_prop,1.0,2.8,1.6956382600155169,2.300050289413531,1.7154493565573956,2.263325930356867,66.42155392233255
unemployed_consumption_penalty,0.05,0.45,0.2421020684143398,0.3443139459524773,0.2454177948355988,0.34061849623717866,74.44703061546562
unemployment_transfer,0.0,0.25,0.1024889564434258,0.1571161534795031,0.104120906253639,0.15418570390447775,78.14912118556907
