component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,432,3,0.006944444444444444,0.04861111111111111,0.026041666666666664,4,4
CU,0.2,432,9,0.020833333333333332,0.04861111111111111,0.026041666666666664,4,4
CU,0.3,432,12,0.027777777777777776,0.04861111111111111,0.026041666666666664,4,4
CU,0.4,432,21,0.04861111111111111,0.04861111111111111,0.026041666666666664,4,4
EV,0.1,432,9,0.020833333333333332,0.09027777777777778,0.05555555555555555,3,3
EV,0.2,432,21,0.04861111111111111,0.09027777777777778,0.05555555555555555,3,3
EV,0.3,432,27,0.0625,0.09027777777777778,0.05555555555555555,3,3
EV,0.4,432,39,0.09027777777777778,0.09027777777777778,0.05555555555555555,3,3
MD,0.1,432,129,0.2986111111111111,0.9236111111111112,0.6371527777777778,1,1
MD,0.2,432,258,0.5972222222222222,0.9236111111111112,0.6371527777777778,1,1
MD,0.3,432,315,0.7291666666666666,0.9236111111111112,0.6371527777777778,1,1
MD,0.4,432,399,0.9236111111111112,0.9236111111111112,0.6371527777777778,1,1
OU,0.1,432,114,0.2638888888888889,0.7777777777777778,0.5416666666666666,2,2
OU,0.2,432,201,0.4652777777777778,0.7777777777777778,0.5416666666666666,2,2
OU,0.3,432,285,0.6597222222222222,0.7777777777777778,0.5416666666666666,2,2
OU,0.4,432,336,0.7777777777777778,0.7777777777777778,0.5416666666666666,2,2
