component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,303,42,0.13861386138613863,0.2376237623762376,0.19306930693069307,4,4
CU,0.2,303,54,0.1782178217821782,0.2376237623762376,0.19306930693069307,4,4
CU,0.3,303,66,0.21782178217821782,0.2376237623762376,0.19306930693069307,4,4
CU,0.4,303,72,0.2376237623762376,0.2376237623762376,0.19306930693069307,4,4
EV,0.1,303,48,0.15841584158415842,0.33663366336633666,0.24257425742574257,2,2
EV,0.2,303,63,0.2079207920792079,0.33663366336633666,0.24257425742574257,2,2
EV,0.3,303,81,0.26732673267326734,0.33663366336633666,0.24257425742574257,2,2
EV,0.4,303,102,0.33663366336633666,0.33663366336633666,0.24257425742574257,2,2
MD,0.1,303,57,0.18811881188118812,0.6435643564356436,0.3935643564356436,1,1
MD,0.2,303,90,0.297029702970297,0.6435643564356436,0.3935643564356436,1,1
MD,0.3,303,135,0.44554455445544555,0.6435643564356436,0.3935643564356436,1,1
MD,0.4,303,195,0.6435643564356436,0.6435643564356436,0.3935643564356436,1,1
OU,0.1,303,45,0.1485148514851485,0.2871287128712871,0.21287128712871284,3,3
OU,0.2,303,57,0.18811881188118812,0.2871287128712871,0.21287128712871284,3,3
OU,0.3,303,69,0.22772277227722773,0.2871287128712871,0.21287128712871284,3,3
OU,0.4,303,87,0.2871287128712871,0.2871287128712871,0.21287128712871284,3,3
