component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,823,0,0.0,0.0,0.0,3,3
CU,0.2,823,0,0.0,0.0,0.0,3,3
CU,0.3,823,0,0.0,0.0,0.0,3,3
CU,0.4,823,0,0.0,0.0,0.0,3,3
EV,0.1,823,0,0.0,0.0,0.0,3,3
EV,0.2,823,0,0.0,0.0,0.0,3,3
EV,0.3,823,0,0.0,0.0,0.0,3,3
EV,0.4,823,0,0.0,0.0,0.0,3,3
MD,0.1,823,2,0.002430133657351154,0.027946537059538274,0.011543134872417982,1,1
MD,0.2,823,5,0.006075334143377886,0.027946537059538274,0.011543134872417982,1,1
MD,0.3,823,8,0.009720534629404616,0.027946537059538274,0.011543134872417982,1,1
MD,0.4,823,23,0.027946537059538274,0.027946537059538274,0.011543134872417982,1,1
OU,0.1,823,2,0.002430133657351154,0.024301336573511544,0.0106318347509113,2,2
OU,0.2,823,5,0.006075334143377886,0.024301336573511544,0.0106318347509113,2,2
OU,0.3,823,8,0.009720534629404616,0.024301336573511544,0.0106318347509113,2,2
OU,0.4,823,20,0.024301336573511544,0.024301336573511544,0.0106318347509113,2,2
