metric,wave1,wave2,delta_wave2_minus_wave1
NROY_pct,26.526315789473685,29.375,2.848684210526315
Imax_median,3.193056137116608,2.6052149248149012,-0.5878412123017069
RI_shrink_mean,4.546162848640654,28.049292773566496,23.503129924925844
bad_run_pct,1.0416666666666665,0.0,-1.0416666666666665
