param,initial_low,initial_high,nroy_min,nroy_max,nroy_p05,nroy_p95,shrink_pct
alpha_mean,0.57,0.92,0.5705162155185682,0.9192582580924928,0.5897649674704469,0.9028622113971572,0.3594164074501416
alpha_std,0.03,0.13,0.0301708165031181,0.1298148142266323,0.0349666316292446,0.124880669224852,0.35600227648580063
wage,0.9,1.45,0.9013527111443994,1.4488194049858871,0.931240398708266,1.4192338879849205,0.4606011197294979
productivity,0.95,1.95,0.9502038715465582,1.949766080515683,0.9977963106387644,1.9013362651530228,0.04377910308752675
loan_rate,0.012,0.073,0.0120900988679186,0.072725096958893,0.0149059013576982,0.0693877723377312,0.5983637852878698
deposit_rate,0.001,0.028,0.0010153072567053,0.0279481468699317,0.0023060424375534,0.0266621411664988,0.24874217323554992
bank_credit_multiplier,4.2,11.5,4.212126823788323,11.493706429559628,4.582257383773413,11.10973891978012,0.25233416751636595
hh_debt_cap_multiplier,2.1,4.8,2.1025225918558124,4.793792600073761,2.2447104104387954,4.665759483853783,0.32333302896484506
firm_debt_cap_multiplier,1.6,4.8,1.604795120244792,4.792416514853542,1.7712795996975763,4.63381882364459,0.386831418476552
adaptation_rate,0.25,0.95,0.2512878245970598,0.9499308109144566,0.2853638210952975,0.914052744621952,0.19385909751472585
price_elasticity,0.95,2.9,0.9511861516845922,2.8952228577348853,1.0510863858079955,2.8055144519775888,0.30580994613881307
skill_wage_weight,0.03,0.49,0.0303590859502237,0.4897511360346833,0.0537915250372836,0.4673158960698254,0.13216302511747102
demand_smoothing,0.06,0.35,0.0601490097682665,0.3499246489725232,0.0757966457385218,0.3340082415434056,0.07736579163561963
price_adjust_speed,0.08,0.45,0.0804518475221422,0.4496130693720866,0.0991098609071717,0.4319835051908332,0.22669679731230907
price_stickiness,0.45,0.9,0.4501557256126857,0.8995156141797584,0.473207106095357,0.8750092180414113,0.14224698509494038
max_price_step,0.04,0.22,0.04009581616327,0.2196705513636224,0.0487299933140831,0.2114100999469503,0.23625822202645308
inventory_target_days,0.8,2.8,0.8026328388695988,2.799700504959645,0.9144250837241276,2.701272637862183,0.14661669549768108
demand_expectation_memory,0.15,0.65,0.1502471000337404,0.6492854299146475,0.1753772925995551,0.6241114195408621,0.19233402381857445
max_hire_per_step,3.0,12.0,3.0059128800337183,11.996949523097491,3.500986115664424,11.550600211974794,0.09959285484697489
max_fire_per_step,3.0,12.0,3.019248267117344,11.988378247023473,3.4594882779449687,11.562363914518228,0.34300022326524404
hh_max_dsr,0.2,0.65,0.2007512794963164,0.6489921526914277,0.2241100709826554,0.6265472177508173,0.39091706775304935
firm_max_dsr,0.6,2.2,0.6006262426589551,2.1993066481831867,0.6809348001977683,2.1134231978119846,0.08247465473554261
firm_reentry_lag,0.0,4.0,0.005796534031317,3.9989105782852623,0.1939874359374077,3.78550821602543,0.17214889365136932
firm_reentry_cash_fraction,0.2,0.85,0.2006860044722105,0.8487994245295702,0.2327060490990675,0.8174842237044242,0.29024306809849465
consumption_memory,0.15,0.75,0.1512477567735267,0.7496223850539083,0.1838516189260101,0.7207599677782807,0.2708952866030456
precautionary_saving,0.03,0.35,0.0306734792652924,0.3494464101151812,0.0460880411425484,0.3338786175669926,0.38345910940974504
consumption_floor_prop,0.0,0.35,0.0006720273355922,0.349649020670947,0.0175623731839128,0.3320529667513365,0.29228761847004403
consumption_ceiling_prop,1.0,2.8,1.0043747512906778,2.7974419325727355,1.0941264645375013,2.7140817730124844,0.38515659544122727
unemployed_consumption_penalty,0.05,0.45,0.0506093067693695,0.4498299846581374,0.071042025139316,0.4290763248051519,0.1948305278080209
unemployment_transfer,0.0,0.25,0.0001807654752875,0.2494262656375594,0.0171565969945917,0.2376147362696027,0.30179993509124037
