metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,7.5,33.16666666666667,25.66666666666667,wave1_empirical_residual_median,391,33.16666666666667,34.37777777777779,
Output_mean,80.0,10.0,15.0,59.033190996536945,44.033190996536945,wave1_empirical_residual_median,391,59.033190996536945,85.62600171161506,
Consumption_mean,80.0,10.0,15.0,43.86366500414721,28.863665004147208,wave1_empirical_residual_median,391,43.86366500414721,56.69215865911147,
AvgPrice_mean,1.05,0.05,0.1,0.22621476249894745,0.12621476249894745,wave1_empirical_residual_median,391,0.22621476249894745,0.3324148411640271,
DefaultsHH_rate,0.004,0.002,0.003,0.0019629629629629,-0.0010370370370371002,wave1_empirical_residual_median,391,0.0019629629629629,0.0030555555555556,
BankFailed_share,0.0,0.01,0.01,1e-09,-0.009999999,wave1_empirical_residual_median,391,0.0,0.0,
BankResolved_share,0.05,0.03,0.05,0.0444444444444445,-0.005555555555555501,wave1_empirical_residual_median,391,0.0444444444444445,0.06388888888888886,
BankResolutionHaircut_mean,0.02,0.01,0.02,0.015815867491685467,-0.004184132508314533,wave1_empirical_residual_median,391,0.015815867491685467,0.01925415976425645,
BankBailedOut_share,0.02,0.02,0.03,0.02,-0.009999999999999998,wave1_empirical_residual_median,391,0.02,0.02,
BankBailoutAmount_mean,0.2,0.2,0.3,0.2,-0.09999999999999998,wave1_empirical_residual_median,391,0.2,0.2,
Transfers_mean,6.5,2.0,3.0,4.807356566951071,1.8073565669510714,wave1_empirical_residual_median,391,4.807356566951071,6.047580972944749,
HH_Deposit_mean,1.5,1.0,1.5,1.5,0.0,wave1_empirical_residual_median,391,1.5,1.5,
Bank_Equity_mean,10.0,7.5,10.0,3.756867638888628,-6.243132361111372,wave1_empirical_residual_median,391,3.756867638888628,5.6572334281366565,
PriceDispersion_mean,0.1,0.06,0.12,0.04152641233965893,-0.07847358766034107,wave1_empirical_residual_median,391,0.04152641233965893,0.055733537278631506,
InventoryGap_mean,0.0,0.25,0.35,0.041020793231070135,-0.30897920676892987,wave1_empirical_residual_median,391,0.041020793231070135,0.09475770253152557,
CreditRejections_mean,1.0,1.0,2.0,99.65555555555555,97.65555555555555,wave1_empirical_residual_median,391,99.65555555555555,101.98888888888888,
FirmDowntimeShare_mean,0.05,0.04,0.07,0.05,-0.020000000000000004,wave1_empirical_residual_median,391,0.05,0.05,
