metric,target,sigma_obs,sigma_model,sigma_ev,sigma_ev_quantile,var_obs,var_md,var_ev,source_ev,replicate_groups,enabled_for_sa,notes
Employment_mean,65.0,5.0,7.5,,0.9,25.0,56.25,18.18533333333333,seed_replicates,19,True,
Output_mean,80.0,10.0,15.0,,0.9,100.0,225.0,46.4825684380869,seed_replicates,19,True,
Consumption_mean,80.0,10.0,15.0,,0.9,100.0,225.0,30.466925854801364,seed_replicates,19,True,
AvgPrice_mean,1.05,0.05,0.1,,0.9,0.0025000000000000005,0.010000000000000002,0.00013460930842550285,seed_replicates,19,True,
DefaultsHH_rate,0.004,0.002,0.003,,0.9,4e-06,9e-06,9.314814814814177e-07,seed_replicates,19,True,
BankFailed_share,0.0,0.01,0.01,,0.9,0.0001,0.0001,0.0,seed_replicates,19,True,
BankResolved_share,0.05,0.03,0.05,,0.9,0.0009,0.0025000000000000005,0.002277777777777777,seed_replicates,19,True,
BankResolutionHaircut_mean,0.02,0.01,0.02,,0.9,0.0001,0.0004,0.0006139841909292073,seed_replicates,19,True,
BankBailedOut_share,0.02,0.02,0.03,,0.9,0.0004,0.0009,0.002518518518518519,seed_replicates,19,True,
BankBailoutAmount_mean,0.2,0.2,0.3,,0.9,0.04000000000000001,0.09,0.06821888870262488,seed_replicates,19,True,
Transfers_mean,6.5,2.0,3.0,,0.9,4.0,9.0,0.2755010963294014,seed_replicates,19,True,
HH_Deposit_mean,1.5,1.0,1.5,,0.9,1.0,2.25,0.112143139771744,seed_replicates,19,True,
Bank_Equity_mean,10.0,7.5,10.0,,0.9,56.25,100.0,5.224557205829662,seed_replicates,19,True,
