param,initial_low,initial_high,nroy_min,nroy_max,nroy_p05,nroy_p95,shrink_pct
alpha_mean,0.57,0.92,0.6289568545261852,0.8781719419884129,0.6395620829347933,0.8676580952373196,28.7956892965064
alpha_std,0.03,0.13,0.0433422333960526,0.1166141600618463,0.0470645457340179,0.1131118774367031,26.728073334206304
wage,0.9,1.45,0.9632824385857528,1.158904102440634,0.9722508879619934,1.1327022073920616,64.43242475365798
productivity,0.95,1.95,1.0334056596389638,1.2338617746700355,1.0435583364535563,1.221206346392989,79.95438849689282
loan_rate,0.012,0.073,0.0195799697665537,0.0617541821996889,0.0218268970777998,0.0592844876650129,30.861946830925902
deposit_rate,0.001,0.028,0.0043063079895661,0.0245541180016603,0.0054777353128574,0.0237146272009009,25.008111066317785
bank_credit_multiplier,4.2,14.0,5.848617924323817,12.239462991768336,6.272214209256645,11.99332120552594,34.78729523015798
hh_debt_cap_multiplier,2.1,4.8,2.5373519320073705,4.439379076227302,2.6130756295173523,4.34475095586989,29.554550214076592
firm_debt_cap_multiplier,1.6,4.8,2.1149744722913386,4.266717540485127,2.246777994844195,4.154424697448453,32.75802911894411
adaptation_rate,0.25,0.95,0.3427087599913866,0.8336535344753255,0.3628396006869232,0.8120838921568004,29.865032216580147
price_elasticity,0.95,2.9,1.1709229670862071,2.672631827066942,1.2419579294860843,2.585303377372514,22.989289231757184
skill_wage_weight,0.03,0.49,0.0946535372257717,0.4192683714072374,0.1118792758165833,0.4023322563936626,29.431557786637885
demand_smoothing,0.06,0.35,0.0934319829334578,0.3046910531773598,0.1022712875551161,0.2954482283859103,27.15204474348206
price_adjust_speed,0.08,0.45,0.1373951848761224,0.3884847471222419,0.1481777974469603,0.3737649864620989,32.13795614969743
price_stickiness,0.45,0.9,0.5083558756148782,0.8458056468116095,0.5244753328764616,0.8315586246500066,25.011161956281924
max_price_step,0.04,0.22,0.0629336995791712,0.1908582065518968,0.069964366520542,0.1842657127909001,28.930829459596875
inventory_target_days,0.8,2.8,1.0373448615247134,2.507093627593917,1.0960759745822672,2.4275080342708613,26.512561696539805
demand_expectation_memory,0.15,0.65,0.2228201794269309,0.5930362648057803,0.2406834566079674,0.5799098695642451,25.956782924230115
max_hire_per_step,3.0,12.0,4.301849869161816,10.991548767774242,4.685003423840374,10.63657501258536,25.670012237639707
max_fire_per_step,3.0,12.0,4.376972206624124,10.822183484756309,4.653118979418871,10.46374307691858,28.386541354086837
hh_max_dsr,0.2,0.65,0.2630061484846499,0.592842914419947,0.2819027161106935,0.5774534186306268,26.702940903267326
firm_max_dsr,0.6,2.2,0.8295406508434005,1.9814644494699325,0.8897281180212364,1.9253486378941704,28.004762585841746
firm_reentry_lag,0.0,4.0,0.3930667457634911,3.422006458702972,0.5319561047557003,3.284436921450645,24.276507176512972
firm_reentry_cash_fraction,0.2,0.85,0.2935439531286405,0.7710873380016896,0.3127525559228808,0.7504191324609107,26.531786942607827
consumption_memory,0.15,0.75,0.224683544959884,0.6724269304701801,0.245621732238305,0.6544014967771041,25.37610241495064
precautionary_saving,0.03,0.35,0.0700943098775825,0.3034861247941661,0.0811167907861732,0.2926867900239966,27.06505783856762
consumption_floor_prop,0.0,0.35,0.0359168552083473,0.2861380333335261,0.0461530220146141,0.2717839118289529,28.508234821377478
consumption_ceiling_prop,1.0,2.8,1.2262414274455022,2.55216742680793,1.28917873530146,2.485745520085155,26.337444479865102
unemployed_consumption_penalty,0.05,0.45,0.1183953040706312,0.3773646663228827,0.1304552294777388,0.3658501403290154,35.25765943693714
unemployment_transfer,0.0,0.25,0.0463285521881137,0.2132364645853233,0.0538652604735953,0.2043982572020313,33.236835041116166
