component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,798,6,0.007518796992481203,0.045112781954887216,0.02631578947368421,4,4
CU,0.2,798,18,0.022556390977443608,0.045112781954887216,0.02631578947368421,4,4
CU,0.3,798,24,0.03007518796992481,0.045112781954887216,0.02631578947368421,4,4
CU,0.4,798,36,0.045112781954887216,0.045112781954887216,0.02631578947368421,4,4
EV,0.1,798,12,0.015037593984962405,0.11654135338345864,0.06296992481203006,3,3
EV,0.2,798,33,0.041353383458646614,0.11654135338345864,0.06296992481203006,3,3
EV,0.3,798,63,0.07894736842105263,0.11654135338345864,0.06296992481203006,3,3
EV,0.4,798,93,0.11654135338345864,0.11654135338345864,0.06296992481203006,3,3
MD,0.1,798,54,0.06766917293233082,0.2857142857142857,0.17669172932330826,2,2
MD,0.2,798,117,0.14661654135338345,0.2857142857142857,0.17669172932330826,2,2
MD,0.3,798,165,0.20676691729323307,0.2857142857142857,0.17669172932330826,2,2
MD,0.4,798,228,0.2857142857142857,0.2857142857142857,0.17669172932330826,2,2
OU,0.1,798,63,0.07894736842105263,0.3007518796992481,0.1907894736842105,1,1
OU,0.2,798,126,0.15789473684210525,0.3007518796992481,0.1907894736842105,1,1
OU,0.3,798,180,0.22556390977443608,0.3007518796992481,0.1907894736842105,1,1
OU,0.4,798,240,0.3007518796992481,0.3007518796992481,0.1907894736842105,1,1
