metric,wave1,wave2,delta_wave2_minus_wave1
NROY_pct,21.839080459770116,30.0,8.160919540229884
Imax_median,3.3723816776268607,2.789305766350866,-0.5830759112759947
RI_shrink_mean,8.584727499758163,31.018510064175135,22.433782564416973
bad_run_pct,3.3333333333333335,0.0,-3.3333333333333335
