wave,rows,nroy_pct,Imax_median,Imax_p95,Imax_max,metrics_used_mean
wave1,348.0,21.839080459770116,3.3723816776268607,5.147915304752384,12.388181215801849,14.0
wave2,360.0,30.0,2.789305766350866,3.0926008714943793,3.9363203249475154,12.0
