component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,555,0,0.0,0.005405405405405406,0.004054054054054054,3,4
CU,0.2,555,3,0.005405405405405406,0.005405405405405406,0.004054054054054054,3,4
CU,0.3,555,3,0.005405405405405406,0.005405405405405406,0.004054054054054054,3,4
CU,0.4,555,3,0.005405405405405406,0.005405405405405406,0.004054054054054054,3,4
EV,0.1,555,3,0.005405405405405406,0.005405405405405406,0.005405405405405406,3,3
EV,0.2,555,3,0.005405405405405406,0.005405405405405406,0.005405405405405406,3,3
EV,0.3,555,3,0.005405405405405406,0.005405405405405406,0.005405405405405406,3,3
EV,0.4,555,3,0.005405405405405406,0.005405405405405406,0.005405405405405406,3,3
MD,0.1,555,19,0.03423423423423423,0.14954954954954955,0.09369369369369368,1,1
MD,0.2,555,44,0.07927927927927927,0.14954954954954955,0.09369369369369368,1,1
MD,0.3,555,62,0.11171171171171171,0.14954954954954955,0.09369369369369368,1,1
MD,0.4,555,83,0.14954954954954955,0.14954954954954955,0.09369369369369368,1,1
OU,0.1,555,10,0.018018018018018018,0.13333333333333333,0.07387387387387387,2,2
OU,0.2,555,29,0.05225225225225225,0.13333333333333333,0.07387387387387387,2,2
OU,0.3,555,51,0.0918918918918919,0.13333333333333333,0.07387387387387387,2,2
OU,0.4,555,74,0.13333333333333333,0.13333333333333333,0.07387387387387387,2,2
