wave,rows,nroy_pct,Imax_median,Imax_p95,Imax_max,metrics_used_mean
wave1,1026.0,35.38011695906433,2.971244405173926,4.851145806055616,7.865368381579501,11.0
wave2,750.0,68.4,2.4291616890899532,2.927262647664852,3.024225625169611,10.0
