metric,wave1,wave2,delta_wave2_minus_wave1
NROY_pct,35.38011695906433,68.4,33.019883040935675
Imax_median,2.971244405173926,2.4291616890899532,-0.5420827160839727
RI_shrink_mean,2.488867162470607,39.48358285853957,36.994715696068965
bad_run_pct,2.2857142857142856,0.0,-2.2857142857142856
