wave,trained,skipped,gpr_cv_mean,gpr_cv_median,gpr_cv_share_ge
wave1,27.0,8.0,0.41363397518321743,0.3779398875485474,0.5555555555555556
wave2,25.0,10.0,0.15844182173760005,0.1074288567676969,0.2
