wave,rows,nroy_pct,Imax_median,Imax_p95,Imax_max,metrics_used_mean
wave1,600.0,3.0,3.4594230217897803,3.8273750793225463,4.046012752909493,11.0
wave2,750.0,55.2,2.7333726612237617,2.924752440251344,3.0388005136529515,5.0
