metric,target,sigma_obs,sigma_model,sigma_ev,sigma_ev_quantile,var_obs,var_md,var_ev,source_ev,replicate_groups,enabled_for_sa,notes
Employment_mean,65.0,5.0,30.950000000000003,,0.9,25.0,957.9025000000001,189.9128148148148,seed_replicates,297,True,
Output_mean,80.0,10.0,34.75684544673074,,0.9,100.0,1208.0383054079275,406.35619960132027,seed_replicates,297,True,
Consumption_mean,80.0,10.0,41.28882451321851,,0.9,100.0,1704.7670296833535,335.3722196342641,seed_replicates,297,True,
AvgPrice_mean,1.05,0.05,0.228902743289918,,0.9,0.0025000000000000005,0.0523964658856501,0.0002507901434327015,seed_replicates,297,True,
DefaultsHH_rate,0.004,0.002,0.0017777777777778503,,0.9,4e-06,3.160493827160752e-06,3.3827160493827117e-07,seed_replicates,297,True,
BankFailed_share,0.0,0.01,1e-09,,0.9,0.0001,1e-18,0.0,seed_replicates,297,True,
BankResolved_share,0.05,0.03,0.05,,0.9,0.0009,0.0025000000000000005,0.0009567901234567897,seed_replicates,297,True,
BankResolutionHaircut_mean,0.02,0.01,0.010779666593342733,,0.9,0.0001,0.00011620121186362932,5.344492790272873e-05,seed_replicates,297,True,
BankBailedOut_share,0.02,0.02,0.012592592592592634,,0.9,0.0004,0.00015857338820301887,4.1152263374485505e-05,seed_replicates,297,True,
BankBailoutAmount_mean,0.2,0.2,0.2,,0.9,0.04000000000000001,0.04000000000000001,0.003234470711097256,seed_replicates,297,True,
Transfers_mean,6.5,2.0,3.1490491548589787,,0.9,4.0,9.916510579718048,2.7449414792768656,seed_replicates,297,True,
HH_Deposit_mean,1.5,1.0,1.3530160421626405,,0.9,1.0,1.8306524103494561,0.3414009992962461,seed_replicates,297,True,
Bank_Equity_mean,10.0,7.5,7.537556891314802,,0.9,56.25,56.81476388980726,20.072795932210905,seed_replicates,297,True,
