,Employment,UnemploymentRate,WageBill,Output,Production,Consumption,Transfers,UnemploymentTransfers,HH_Deposit,HH_Debt,Firm_Debt,Firm_Cash,Inventories,AvgPrice,AvgMarkup,PriceDispersion,InventoryGap,SalesForecastError,InventoryTurnover,CreditRequests,CreditRejections,CreditRejectionRate,FirmDowntimeShare,ReentryCount,Bank_Equity,Bank_Loans,Bank_Deposits,BankFailed,BankResolved,BankResolutionAmount,BankResolutionHaircut,BankBailedOut,BankBailoutAmount,Defaults,DefaultsHH,DefaultsFirm,BalanceOK
0,100,0.0,103.1490392123116,105.47911630952503,105.47911630952503,203.14402352536902,10.31490392123116,0.0,18.645284226922104,6.448133032643172,43.73689514273432,104.74787438613654,0.0,1.107520337053983,0.12680090897367907,0.03392200261303348,-1.0,0.959603457723649,2.0,56.0,0.0,0.0,0.0,0.0,50.0,50.18502817537749,123.39315861305865,False,False,0.0,0.0,False,0.0,0,0,0,True
1,100,0.0,103.1490392123116,105.47911630952503,105.47911630952503,146.97903365213168,10.31490392123116,0.0,4.717099547020532,26.026626712480475,41.684691410197786,106.61715020543075,0.0,1.119487681039948,0.13875512099756687,0.03646337368149183,-1.0,0.31587517123307995,2.0,92.0,0.0,0.0,0.0,0.0,50.0,67.71131812267826,111.33424975245129,False,False,0.0,0.0,False,0.0,0,0,0,True
2,100,0.0,103.1490392123116,103.49081411785251,105.47911630952503,134.88770414721535,10.31490392123116,0.0,2.3983261730600716,45.97112989802138,38.64990049533796,106.58472456471843,1.988302191672524,1.1311387302762075,0.1503815771924934,0.039059711933827505,-0.9899906893118144,0.11695010346848242,1.9372265069203813,101.0,0.0,0.0,0.0,0.0,50.0,84.62103039335935,108.9830507377785,False,False,0.0,0.0,False,0.0,0,0,0,True
3,100,0.0,103.1490392123116,102.63150569863772,105.47911630952503,133.10372151367758,10.31490392123116,0.0,1.8782560854722785,66.65332930322803,38.68199976840834,109.78104342060703,4.835912802559818,1.1423905932390808,0.1616029291123221,0.04163929784469104,-0.9759030961311812,0.04754706413945111,1.864636507732089,105.0,0.0,0.0,0.0,0.0,50.0,105.33532907163638,111.65929950607931,False,False,0.0,0.0,False,0.0,0,0,0,True
4,100,0.0,103.1490392123116,102.00546467526624,105.47911630952503,132.0378868438109,10.31490392123116,0.0,1.6427912962711244,87.27769134710297,40.44861623455139,115.06079523824721,8.30956443681861,1.1532540779995475,0.17243652388669803,0.044143346976988726,-0.9584076476362545,0.022708766482971342,1.7973845111773485,105.0,0.0,0.0,0.0,0.0,50.0,127.72630758165437,116.70358653451834,False,False,0.0,0.0,False,0.0,0,0,0,True
5,100,0.0,103.1490392123116,101.47294894481298,105.47911630952503,131.39400403689808,10.31490392123116,0.0,1.5196599321355917,108.08772746320628,42.795509120776565,121.3242569678249,12.315731801530651,1.1637223597303303,0.18287979754239422,0.046532119251092914,-0.9377900954262559,0.015066230587173194,1.73834342657475,104.0,0.0,0.0,0.0,0.0,50.0,150.88323658398284,122.84391689996049,False,False,0.0,0.0,False,0.0,0,0,0,True
6,100,0.0,103.1490392123116,100.7508272076034,105.47911630952503,130.2446409703398,10.31490392123116,0.0,1.4724665770486487,128.54654319680515,45.31381734455823,127.88706771189686,17.044020903452278,1.173775838057287,0.19291431153779143,0.04879656155474249,-0.9128686736284799,0.012858039916835953,1.6814058495404371,106.0,0.0,0.0,0.0,0.0,50.0,173.86036054136338,129.3595342889455,False,False,0.0,0.0,False,0.0,0,0,0,True
7,100,0.0,103.1490392123116,99.94933603169841,105.47911630952503,128.6730606497711,10.31490392123116,0.0,1.4494698979677343,148.16709052104284,47.94182223999786,134.5337068173398,22.573801181278903,1.1833776068798376,0.20250378570896838,0.05093552657829157,-0.8829409248060269,0.013861445490479959,1.625750871883487,105.0,0.0,0.0,0.0,0.0,50.0,196.1089127610407,135.98317671530754,False,False,0.0,0.0,False,0.0,0,0,0,True
8,100,0.0,103.1490392123116,98.94404453237217,105.47911630952503,126.28178357041735,10.31490392123116,0.0,1.4368154736672851,166.08647279902138,50.79612372996934,141.07355356299345,29.108872958431753,1.1924815889967744,0.21160288260158727,0.052951678468076115,-0.8463475204074753,0.016390026855348665,1.5700142097417342,104.0,0.0,0.0,0.0,0.0,50.0,216.88259652899072,142.51036903666073,False,False,0.0,0.0,False,0.0,0,0,0,True
9,100,0.0,103.1490392123116,97.69755544001181,105.47911630952503,122.92960363666934,10.31490392123116,0.0,1.4299229709928967,181.28007545328595,54.10313848295081,147.37251746255555,36.89043382794496,1.201027690728354,0.22015228471559878,0.05485433398706231,-0.8008256160604124,0.020170072778313293,1.514896355815146,104.0,0.0,0.0,0.0,0.0,50.0,235.38321393623676,148.80244043354844,False,False,0.0,0.0,False,0.0,0,0,0,True
10,100,0.0,103.1490392123116,96.56399139652339,105.47911630952503,119.87880144183754,10.31490392123116,0.0,1.4263081370019717,193.95214263812846,58.84179735483534,154.46569354903022,45.8055587409466,1.2089377639206706,0.22807466109749291,0.0566638575568257,-0.7467825365198382,0.02138907018955554,1.4634106788483625,103.0,0.0,0.0,0.0,0.0,50.0,252.7939399929638,155.8920016860322,False,False,0.0,0.0,False,0.0,0,0,0,True
11,100,0.0,103.1490392123116,95.25483235526882,105.47911630952503,117.80278323876365,10.31490392123116,0.0,1.424700447031933,204.98846895561115,64.6629701219489,161.73741471564762,56.0298426952028,1.216157006263484,0.23531585400419724,0.05842116091957382,-0.6844610995455641,0.023576496245997672,1.3985034483486611,103.0,0.0,0.0,0.0,0.0,50.0,269.65143907756004,163.16211516267956,False,False,0.0,0.0,False,0.0,0,0,0,True
12,98,0.020000000000000018,101.08605842806537,92.13933478532698,103.59255725716368,113.08243883076283,10.108605842806536,0.2675373061254202,1.1023074836493194,213.3667414548576,69.09589366912131,166.7432587098656,67.48306516703951,1.2226268417044959,0.24181476671149849,0.06020027062968447,-0.6115142683096758,0.042484802231187856,1.2868060020182797,102.0,0.0,0.0,0.0,0.0,50.0,282.4626351239789,167.8455661935149,False,False,0.0,0.0,False,0.0,0,0,0,True
13,95,0.050000000000000044,97.99158725169603,88.09149322495682,101.0176391566627,107.38233353871483,9.799158725169601,0.6688432653135505,1.2222419645154958,219.78393382074987,69.83980614844167,167.04569592972936,80.40921109874539,1.2282501737645344,0.24745884407735685,0.06217476158519909,-0.5251565298947887,0.06396406244588976,1.0988852366890671,100.0,0.0,0.0,0.0,0.0,50.0,289.62373996919155,168.26793789424485,False,False,0.0,0.0,False,0.0,0,0,0,True
14,98,0.020000000000000018,101.08605842806537,88.13273098267274,105.20901721260678,107.76884129415312,10.108605842806536,0.2675373061254202,1.3013830921664689,223.76462030729564,70.68326395062357,164.44550317649885,97.48549732867943,1.2328755419443085,0.2520621755593102,0.06455788293744921,-0.4268529813000944,0.03380472113395035,0.9581557226503119,100.0,0.0,0.0,0.0,0.0,50.0,294.4478842579192,165.74688626866532,False,False,0.0,0.0,False,0.0,0,0,0,True
15,98,0.020000000000000018,101.08605842806537,87.34206591035283,105.02899860282139,107.02864664732667,10.108605842806536,0.2675373061254202,1.347988957075336,227.1087736987453,71.31925705382571,160.89596745759397,115.17243002114795,1.236401483410177,0.25546079437854463,0.06774317407708269,-0.32358003738150865,0.027217653018465293,0.8396257890141653,99.0,0.0,0.0,0.0,0.0,50.0,298.428030752571,162.2439564146693,False,False,0.0,0.0,False,0.0,0,0,0,True
16,96,0.040000000000000036,99.02307764381914,85.80819604864612,102.65954018528372,105.24816806619361,9.902307764381913,0.5350746122508404,1.3701433875523572,230.76424076668818,72.32266832978861,158.20131971428367,132.0237741577855,1.2387830282915266,0.2576207039144742,0.07157977725606089,-0.21874956805955872,0.03255660809397655,0.7208901254182225,98.0,0.0,0.0,0.0,0.0,50.0,303.0869090964768,159.57146310183603,False,False,0.0,0.0,False,0.0,0,0,0,True
17,96,0.040000000000000036,99.02307764381915,84.99956468038768,102.31720282048056,104.23729157260419,9.902307764381913,0.5350746122508404,1.383729845143239,233.5258682045995,76.43914132704478,157.60784633987663,149.34141229787838,1.2400253303951299,0.2585667410227591,0.07581569884885431,-0.10408062733418033,0.02801664312031512,0.6156762818205428,94.0,0.0,0.0,0.0,0.0,50.0,309.9650095316443,158.99157618501988,False,False,0.0,0.0,False,0.0,0,0,0,True
18,93,0.06999999999999995,95.92860646744978,83.32580221520936,98.2724505171341,102.05816965342592,9.59286064674498,0.9363805714389707,1.3842547455716965,237.19215572150233,78.98096574456525,156.64542747588814,164.2880605998031,1.2400759259530882,0.25827218529056506,0.08002587909209202,0.013074787942634402,0.03523525394133075,0.4959929833259151,92.0,0.0,0.0,0.0,0.0,50.01766904678558,316.1731214660676,158.02968222145984,False,False,0.0,0.0,False,0.0,0,0,0,True
19,97,0.030000000000000027,100.05456803594225,86.01155535676247,102.04118641605564,105.12189050878708,10.005456803594226,0.4013059591881303,1.3740859203396842,240.0349689121963,82.47311036285117,155.05277927502004,180.31769165909625,1.238851236540993,0.25671642295096553,0.08354429523565285,0.1260516946906059,0.021306930716275218,0.40787951666424205,92.0,0.0,0.0,0.0,0.0,50.14104193148562,322.50807927504746,156.42686519535974,False,False,0.0,0.0,False,0.0,0,0,0,True
20,92,0.07999999999999996,94.89711607532668,82.14526757374496,96.93572486210104,100.11385820442167,9.489711607532668,1.0701492245016808,1.3688719367276385,242.97769710686785,83.82765443604565,151.8379108569177,195.10814894745235,1.2363503465469532,0.2539392982048342,0.0857135959604658,0.2609436328439244,0.04039735505287259,0.3510445417789498,85.0,0.0,0.0,0.0,0.0,50.41437039819675,326.8053515429135,153.20678279364532,False,False,0.0,0.0,False,0.0,0,0,0,True
