component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,405,3,0.007407407407407408,0.044444444444444446,0.018518518518518517,4,4
CU,0.2,405,3,0.007407407407407408,0.044444444444444446,0.018518518518518517,4,4
CU,0.3,405,6,0.014814814814814815,0.044444444444444446,0.018518518518518517,4,4
CU,0.4,405,18,0.044444444444444446,0.044444444444444446,0.018518518518518517,4,4
EV,0.1,405,0,0.0,0.05185185185185185,0.02222222222222222,3,3
EV,0.2,405,3,0.007407407407407408,0.05185185185185185,0.02222222222222222,3,3
EV,0.3,405,12,0.02962962962962963,0.05185185185185185,0.02222222222222222,3,3
EV,0.4,405,21,0.05185185185185185,0.05185185185185185,0.02222222222222222,3,3
MD,0.1,405,27,0.06666666666666667,0.3925925925925926,0.23518518518518516,1,1
MD,0.2,405,75,0.18518518518518517,0.3925925925925926,0.23518518518518516,1,1
MD,0.3,405,120,0.2962962962962963,0.3925925925925926,0.23518518518518516,1,1
MD,0.4,405,159,0.3925925925925926,0.3925925925925926,0.23518518518518516,1,1
OU,0.1,405,3,0.007407407407407408,0.1925925925925926,0.0962962962962963,2,2
OU,0.2,405,27,0.06666666666666667,0.1925925925925926,0.0962962962962963,2,2
OU,0.3,405,48,0.11851851851851852,0.1925925925925926,0.0962962962962963,2,2
OU,0.4,405,78,0.1925925925925926,0.1925925925925926,0.0962962962962963,2,2
