iter_name,nroy_pct,imax_median,bad_run_pct_w1,bad_run_pct_w2,zero_employment_pct_w2,zero_output_pct_w2,md_share_at_max_reduction,md_rank_at_max_reduction,ou_share_at_max_reduction,price_fail_driver_share,confirmatory_nroy_delta_pp,confirmatory_top2_stable,legacy_all_gates_pass,composite_score,retain_recommendation
output_model_tune_iter1_full,98.7458193979933,1.8381662309018687,2.4166666666666665,0.33333333333333337,0.33333333333333337,0.0,0.0770533446232006,1.0,0.0135478408128704,0.0,-1.8343001993288652,1.0,0.0,2.9572348705748857,retain
output_model_tune_baseline_full,54.906284454244755,2.873454751708856,28.083333333333332,24.416666666666668,24.416666666666668,19.083333333333332,0.2228915662650602,1.0,0.1265060240963855,0.8312958435207825,4.771134900593957,1.0,1.0,-0.23855674502969784,revert
