metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,8.314099200000001,8.314099200000001,0.0,fixed_baseline,0,,,
Output_mean,80.0,10.0,16.628198400000002,16.628198400000002,0.0,fixed_baseline,0,,,
Consumption_mean,80.0,10.0,16.628198400000002,16.628198400000002,0.0,fixed_baseline,0,,,
AvgPrice_mean,1.05,0.05,0.09699782400000001,0.09699782400000001,0.0,fixed_baseline,0,,,
DefaultsHH_rate,0.004,0.002,0.0037791360000000006,0.0037791360000000006,0.0,fixed_baseline,0,,,
BankFailed_share,0.0,0.01,0.012597120000000002,0.012597120000000002,0.0,fixed_baseline,0,,,
BankResolved_share,0.05,0.03,0.06298560000000002,0.06298560000000002,0.0,fixed_baseline,0,,,
BankResolutionHaircut_mean,0.02,0.01,0.025194240000000003,0.025194240000000003,0.0,fixed_baseline,0,,,
BankBailedOut_share,0.02,0.02,0.03779136,0.03779136,0.0,fixed_baseline,0,,,
BankBailoutAmount_mean,0.2,0.2,0.29225318400000005,0.29225318400000005,0.0,fixed_baseline,0,,,
Transfers_mean,6.5,2.0,2.92253184,2.92253184,0.0,fixed_baseline,0,,,
HH_Deposit_mean,1.5,1.0,1.46126592,1.46126592,0.0,fixed_baseline,0,,,
Bank_Equity_mean,10.0,7.5,9.750170880000002,9.750170880000002,0.0,fixed_baseline,0,,,
PriceDispersion_mean,0.1,0.06,0.15116544,0.15116544,0.0,fixed_baseline,0,,,
InventoryGap_mean,0.0,0.25,0.4408992000000001,0.4408992000000001,0.0,fixed_baseline,0,,,
CreditRejections_mean,80.0,10.0,25.194240000000004,25.194240000000004,0.0,fixed_baseline,0,,,
FirmDowntimeShare_mean,0.05,0.04,0.08817984000000004,0.08817984000000004,0.0,fixed_baseline,0,,,
