component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,60,0,0.0,0.0,0.0,1,1
CU,0.2,60,0,0.0,0.0,0.0,1,1
CU,0.3,60,0,0.0,0.0,0.0,1,1
CU,0.4,60,0,0.0,0.0,0.0,1,1
EV,0.1,60,0,0.0,0.0,0.0,1,1
EV,0.2,60,0,0.0,0.0,0.0,1,1
EV,0.3,60,0,0.0,0.0,0.0,1,1
EV,0.4,60,0,0.0,0.0,0.0,1,1
MD,0.1,60,0,0.0,0.0,0.0,1,1
MD,0.2,60,0,0.0,0.0,0.0,1,1
MD,0.3,60,0,0.0,0.0,0.0,1,1
MD,0.4,60,0,0.0,0.0,0.0,1,1
OU,0.1,60,0,0.0,0.0,0.0,1,1
OU,0.2,60,0,0.0,0.0,0.0,1,1
OU,0.3,60,0,0.0,0.0,0.0,1,1
OU,0.4,60,0,0.0,0.0,0.0,1,1
