wave,iter,targets_path,rows,nroy_pct,Imax_median,Imax_p95
4,0,C:\Users\Alexander\Desktop\Education\Aspa\code\output_quality_campaign_night_20260214_021850\exp04_wave1_from_credit_bounds\waves\wave_03\targets_for_wave_final.json,750.0,73.6,2.6490474896155485,2.9579031738818338
4,1,C:\Users\Alexander\Desktop\Education\Aspa\code\output_quality_campaign_night_20260214_021850\exp04_wave1_from_credit_bounds\waves\wave_04\targets_tuned_iter1.json,750.0,27.200000000000003,2.841179324917489,3.188222401325891
