metric,wave1,wave2,delta_wave2_minus_wave1
NROY_pct,68.42105263157895,75.0,6.578947368421055
Imax_median,2.2936192036735163,2.5415312692743512,0.2479120656008349
RI_shrink_mean,9.12913031824642,16.041246433300493,6.912116115054074
bad_run_pct,5.0,0.0,-5.0
