component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,798,6,0.007518796992481203,0.06015037593984962,0.03571428571428571,4,4
CU,0.2,798,21,0.02631578947368421,0.06015037593984962,0.03571428571428571,4,4
CU,0.3,798,39,0.04887218045112782,0.06015037593984962,0.03571428571428571,4,4
CU,0.4,798,48,0.06015037593984962,0.06015037593984962,0.03571428571428571,4,4
EV,0.1,798,15,0.018796992481203006,0.09022556390977443,0.05827067669172932,3,3
EV,0.2,798,42,0.05263157894736842,0.09022556390977443,0.05827067669172932,3,3
EV,0.3,798,57,0.07142857142857142,0.09022556390977443,0.05827067669172932,3,3
EV,0.4,798,72,0.09022556390977443,0.09022556390977443,0.05827067669172932,3,3
MD,0.1,798,54,0.06766917293233082,0.3082706766917293,0.1889097744360902,2,2
MD,0.2,798,114,0.14285714285714285,0.3082706766917293,0.1889097744360902,2,2
MD,0.3,798,189,0.23684210526315788,0.3082706766917293,0.1889097744360902,2,2
MD,0.4,798,246,0.3082706766917293,0.3082706766917293,0.1889097744360902,2,2
OU,0.1,798,57,0.07142857142857142,0.3308270676691729,0.19924812030075187,1,1
OU,0.2,798,120,0.15037593984962405,0.3308270676691729,0.19924812030075187,1,1
OU,0.3,798,195,0.24436090225563908,0.3308270676691729,0.19924812030075187,1,1
OU,0.4,798,264,0.3308270676691729,0.3308270676691729,0.19924812030075187,1,1
