component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,426,36,0.08450704225352113,0.22535211267605634,0.15845070422535212,3,4
CU,0.2,426,60,0.14084507042253522,0.22535211267605634,0.15845070422535212,3,4
CU,0.3,426,78,0.18309859154929578,0.22535211267605634,0.15845070422535212,3,4
CU,0.4,426,96,0.22535211267605634,0.22535211267605634,0.15845070422535212,3,4
EV,0.1,426,48,0.11267605633802817,0.352112676056338,0.23415492957746478,2,3
EV,0.2,426,87,0.20422535211267606,0.352112676056338,0.23415492957746478,2,3
EV,0.3,426,114,0.2676056338028169,0.352112676056338,0.23415492957746478,2,3
EV,0.4,426,150,0.352112676056338,0.352112676056338,0.23415492957746478,2,3
MD,0.1,426,123,0.2887323943661972,0.7323943661971831,0.5211267605633803,1,1
MD,0.2,426,192,0.4507042253521127,0.7323943661971831,0.5211267605633803,1,1
MD,0.3,426,261,0.6126760563380281,0.7323943661971831,0.5211267605633803,1,1
MD,0.4,426,312,0.7323943661971831,0.7323943661971831,0.5211267605633803,1,1
OU,0.1,426,48,0.11267605633802817,0.352112676056338,0.23767605633802819,2,2
OU,0.2,426,90,0.2112676056338028,0.352112676056338,0.23767605633802819,2,2
OU,0.3,426,117,0.2746478873239437,0.352112676056338,0.23767605633802819,2,2
OU,0.4,426,150,0.352112676056338,0.352112676056338,0.23767605633802819,2,2
