wave,trained,skipped,gpr_cv_mean,gpr_cv_median,gpr_cv_share_ge
wave1,31.0,4.0,0.6324928722160882,0.6336921088246872,0.9354838709677419
wave2,27.0,8.0,0.4030080470760191,0.2853971649392822,0.48148148148148145
