wave,rows,nroy_pct,Imax_median,Imax_p95,Imax_max,metrics_used_mean
wave1,519.0,7.89980732177264,3.7350549039252665,5.265155266646517,15.56189429396115,15.0
wave2,750.0,56.8,2.724591793845664,2.875606418515177,2.966838933841264,13.0
