wave,iter,targets_path,rows,nroy_pct,Imax_median,Imax_p95
3,0,C:\Users\Alexander\Desktop\Education\Aspa\code\output_research_core_v3_tuned2\02_wave2\targets_for_wave_final.json,360.0,26.666666666666668,3.1746328006395528,3.4833634725563414
