component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,96,3,0.03125,0.125,0.09375,2,2
CU,0.2,96,9,0.09375,0.125,0.09375,2,2
CU,0.3,96,12,0.125,0.125,0.09375,2,2
CU,0.4,96,12,0.125,0.125,0.09375,2,2
EV,0.1,96,0,0.0,0.0,0.0,3,3
EV,0.2,96,0,0.0,0.0,0.0,3,3
EV,0.3,96,0,0.0,0.0,0.0,3,3
EV,0.4,96,0,0.0,0.0,0.0,3,3
MD,0.1,96,0,0.0,0.21875,0.1015625,1,1
MD,0.2,96,9,0.09375,0.21875,0.1015625,1,1
MD,0.3,96,9,0.09375,0.21875,0.1015625,1,1
MD,0.4,96,21,0.21875,0.21875,0.1015625,1,1
OU,0.1,96,0,0.0,0.0,0.0,3,3
OU,0.2,96,0,0.0,0.0,0.0,3,3
OU,0.3,96,0,0.0,0.0,0.0,3,3
OU,0.4,96,0,0.0,0.0,0.0,3,3
