wave,trained,gate_metrics,skipped,gpr_cv_mean,gpr_cv_median,gpr_cv_share_ge
wave1,29.0,20.0,8.0,0.5942995263970753,0.6171631437170164,0.95
wave2,30.0,19.0,7.0,0.58486712925724,0.5964676384311165,0.9473684210526315
