component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,72,0,0.0,0.041666666666666664,0.010416666666666666,4,4
CU,0.2,72,0,0.0,0.041666666666666664,0.010416666666666666,4,4
CU,0.3,72,0,0.0,0.041666666666666664,0.010416666666666666,4,4
CU,0.4,72,3,0.041666666666666664,0.041666666666666664,0.010416666666666666,4,4
EV,0.1,72,0,0.0,0.2916666666666667,0.11458333333333334,1,1
EV,0.2,72,0,0.0,0.2916666666666667,0.11458333333333334,1,1
EV,0.3,72,12,0.16666666666666666,0.2916666666666667,0.11458333333333334,1,1
EV,0.4,72,21,0.2916666666666667,0.2916666666666667,0.11458333333333334,1,1
MD,0.1,72,3,0.041666666666666664,0.125,0.08333333333333333,2,2
MD,0.2,72,6,0.08333333333333333,0.125,0.08333333333333333,2,2
MD,0.3,72,6,0.08333333333333333,0.125,0.08333333333333333,2,2
MD,0.4,72,9,0.125,0.125,0.08333333333333333,2,2
OU,0.1,72,0,0.0,0.08333333333333333,0.041666666666666664,3,3
OU,0.2,72,3,0.041666666666666664,0.08333333333333333,0.041666666666666664,3,3
OU,0.3,72,3,0.041666666666666664,0.08333333333333333,0.041666666666666664,3,3
OU,0.4,72,6,0.08333333333333333,0.08333333333333333,0.041666666666666664,3,3
