,Employment,UnemploymentRate,WageBill,Output,Production,Consumption,Transfers,HH_Deposit,HH_Debt,Firm_Debt,Firm_Cash,Inventories,AvgPrice,Bank_Equity,Bank_Loans,Bank_Deposits,BankFailed,BankResolved,BankResolutionAmount,BankResolutionHaircut,BankBailedOut,BankBailoutAmount,Defaults,DefaultsHH,DefaultsFirm,BalanceOK
0,52,0.48,65.6372023121426,79.90473676475975,79.90473676475975,191.1465192919329,6.601608854587585,11.197812497865238,28.228289036962764,12.600224384062269,74.50124402007265,0.0,0.9515846451455013,50.0,40.828513421025036,85.69905651793789,False,False,0.0,0.0,False,0.0,0,0,0,True
1,60,0.4,75.21196138702524,92.4623491037489,92.4623491037489,128.3941785683908,7.6172409860626,2.413446448522785,65.62645052588732,14.742499274098993,82.45171166029564,0.0,0.9515846451455013,50.0,80.36894979998631,84.86515810881843,False,False,0.0,0.0,False,0.0,0,0,0,True
2,60,0.4,76.17240986062599,92.4623491037489,92.4623491037489,121.38325414510345,7.6172409860626,1.0966951084062972,103.41848048680738,11.94324306932862,84.68440010421693,0.0,0.9515846451455013,50.0,115.361723556136,85.78109521262323,False,False,0.0,0.0,False,0.0,0,0,0,True
3,62,0.38,78.15682478661884,95.9274169066147,95.9274169066147,124.00880030685431,7.871149018931354,0.7789815236945848,143.48116570245816,9.518710200280244,88.84729618511945,0.0,0.9515846451455013,50.0,152.9998759027384,89.62627770881403,False,False,0.0,0.0,False,0.0,0,0,0,True
4,66,0.33999999999999997,82.26606167992858,102.06473558052966,102.06473558052966,130.85793026021148,8.378965084668861,0.6807938747652346,186.9280216178377,7.409430530326167,95.24929440913371,0.0,0.9515846451455013,50.0,194.33745214816386,95.93008828389894,False,False,0.0,0.0,False,0.0,0,0,0,True
5,69,0.31000000000000005,86.73479292945419,106.76014173679945,106.76014173679945,126.02825454305648,8.759827133971992,0.6212865651396478,221.744565168851,4.086700625114878,100.28834418847546,0.0,0.9515846451455013,50.0,225.83126579396588,100.9096307536151,False,False,0.0,0.0,False,0.0,0,0,0,True
6,72,0.28,90.4353276387046,102.72082002085293,111.3378084239062,98.97259738618828,9.140689183275121,0.5738223439952103,226.24576764503388,1.1547089513126736,97.45150374935054,8.616988403053268,0.9515846451455013,50.0,227.40047659634655,98.02532609334574,False,False,0.0,0.0,False,0.0,0,0,0,True
7,70,0.30000000000000004,87.76197148994991,99.62276872239163,108.48502924560385,94.63608942980085,8.886781150406367,0.5653185546292575,229.48170918551278,0.0,96.72505867919482,17.479248926265498,0.9515846451455013,50.0,229.48170918551278,97.29037723382407,False,False,0.0,0.0,False,0.0,0,0,0,True
8,70,0.30000000000000004,87.44052057126285,97.80944283191684,108.48502924560385,92.24943076889062,8.886781150406367,0.5636312047011092,230.73461000533425,0.0,96.68231822761878,28.15483533995252,0.9515846451455013,50.0,230.73461000533425,97.24594943231989,False,False,0.0,0.0,False,0.0,0,0,0,True
9,69,0.31000000000000005,86.83044785494207,96.82507206106877,107.01161235609912,90.43090535650524,8.75982713397199,0.5568685179931709,230.93005042494633,0.0,95.66340591665255,38.34137563498287,0.9472764952478492,50.0,230.93005042494633,96.22027443464572,False,False,0.0,0.0,False,0.0,0,0,0,True
