metric,target,sigma_obs,sigma_model,sigma_ev,sigma_ev_quantile,var_obs,var_md,var_ev,source_ev,replicate_groups,enabled_for_sa,notes
Employment_mean,65.0,5.0,6.072,,0.9,25.0,36.869184000000004,37.65716666666669,seed_replicates,219,True,
Output_mean,80.0,10.0,12.144,,0.9,100.0,147.47673600000002,67.19790551655412,seed_replicates,219,True,
Consumption_mean,80.0,10.0,12.144,,0.9,100.0,147.47673600000002,71.04498448651174,seed_replicates,219,True,
AvgPrice_mean,1.05,0.05,0.07084,,0.9,0.0025000000000000005,0.0050183056,0.0007875765328100487,seed_replicates,219,True,
DefaultsHH_rate,0.004,0.002,0.0027600000000000003,,0.9,4e-06,7.617600000000001e-06,3.6237037037037093e-07,seed_replicates,219,True,
BankFailed_share,0.0,0.01,0.0092,,0.9,0.0001,8.464e-05,0.0,seed_replicates,219,True,
BankResolved_share,0.05,0.03,0.046000000000000006,,0.9,0.0009,0.0021160000000000007,0.0006518518518518535,seed_replicates,219,True,
BankResolutionHaircut_mean,0.02,0.01,0.0184,,0.9,0.0001,0.00033856,8.784686124769507e-05,seed_replicates,219,True,
BankBailedOut_share,0.02,0.02,0.0276,,0.9,0.0004,0.00076176,5.925925925925916e-05,seed_replicates,219,True,
BankBailoutAmount_mean,0.2,0.2,0.21344000000000002,,0.9,0.04000000000000001,0.04555663360000001,0.010938973834001007,seed_replicates,219,True,
Transfers_mean,6.5,2.0,2.1344,,0.9,4.0,4.55566336,0.541495815974328,seed_replicates,219,True,
HH_Deposit_mean,1.5,1.0,1.0672,,0.9,1.0,1.13891584,0.9604902377905647,seed_replicates,219,True,
Bank_Equity_mean,10.0,7.5,7.120800000000001,,0.9,56.25,50.70579264000001,16.52591504758841,seed_replicates,219,True,
PriceDispersion_mean,0.1,0.06,0.1104,,0.9,0.0036,0.01218816,0.0004796911001805808,seed_replicates,219,False,
InventoryGap_mean,0.0,0.25,0.322,,0.9,0.0625,0.10368400000000001,0.03326522258450754,seed_replicates,219,False,
CreditRejections_mean,80.0,10.0,18.400000000000002,,0.9,100.0,338.56000000000006,14.244499999999967,seed_replicates,219,False,
FirmDowntimeShare_mean,0.05,0.04,0.06440000000000001,,0.9,0.0016,0.004147360000000002,0.0,seed_replicates,219,False,
