alpha_mean,alpha_std,wage,productivity,loan_rate,deposit_rate,bank_credit_multiplier,hh_debt_cap_multiplier,firm_debt_cap_multiplier,adaptation_rate,price_elasticity,skill_wage_weight,demand_smoothing,Employment_mean_pred,Employment_mean_sigma_emul,Employment_mean_var_obs,Employment_mean_var_ev,Employment_mean_var_md,Employment_mean_var_cu,Employment_mean_var_total,Employment_mean_I,Output_mean_pred,Output_mean_sigma_emul,Output_mean_var_obs,Output_mean_var_ev,Output_mean_var_md,Output_mean_var_cu,Output_mean_var_total,Output_mean_I,Consumption_mean_pred,Consumption_mean_sigma_emul,Consumption_mean_var_obs,Consumption_mean_var_ev,Consumption_mean_var_md,Consumption_mean_var_cu,Consumption_mean_var_total,Consumption_mean_I,metrics_used,I_max,nroy
0.7682478583386013,0.0376430647766071,1.0623024251464224,0.958058674494312,0.0660946561682142,0.0177134955543763,5.190647684951994,2.942122669098384,4.587443133923604,0.5279017551589107,2.415924745097132,0.2547410206718848,0.2186229850031208,41.45,26.4231493032973,25.0,12.961124999999987,56.25,698.1828191043406,792.3939441043406,0.8366047722104138,58.361802497904314,36.98145576084717,100.0,46.55971343393368,225.0,1367.6280701914961,1739.1877836254298,0.5188571937019602,47.95356622149077,31.033694416369716,100.0,26.56816902291171,225.0,963.0901891286169,1314.6583581515285,0.8838391879552141,3,0.8838391879552141,True
0.8753147694579418,0.101910218787425,1.198272894163766,1.613985670920735,0.0504792792285751,0.0269284152427985,9.549089392009638,3.130646894366885,3.213521081405939,0.4142212709836866,2.787967657021144,0.443889864992435,0.0828327761369986,39.35332675651642,1.4864672483599626,25.0,12.961124999999987,56.25,2.2095848804468385,96.42070988044682,2.6118358357802256,67.69297603387294,4.999510352862257,100.0,46.55971343393368,225.0,24.995103768376886,396.5548172023106,0.6180184370394423,52.07946154401528,4.460849081286335,100.0,26.56816902291171,225.0,19.899174526013134,371.4673435489249,1.4486499958292933,3,2.6118358357802256,True
0.8753147694579418,0.101910218787425,1.198272894163766,1.613985670920735,0.0504792792285751,0.0269284152427985,9.549089392009638,3.130646894366885,3.213521081405939,0.4142212709836866,2.787967657021144,0.443889864992435,0.0828327761369986,39.35332675651642,1.4864672483599626,25.0,12.961124999999987,56.25,2.2095848804468385,96.42070988044682,2.6118358357802256,67.69297603387294,4.999510352862257,100.0,46.55971343393368,225.0,24.995103768376886,396.5548172023106,0.6180184370394423,52.07946154401528,4.460849081286335,100.0,26.56816902291171,225.0,19.899174526013134,371.4673435489249,1.4486499958292933,3,2.6118358357802256,True
0.57883844578223,0.0509509803883292,1.4441030547650904,1.21791700311299,0.059662796500327,0.0097138207192707,8.162077179550177,4.220996138363159,3.790108851993424,0.2925827061917871,1.5899804591154998,0.0732836210898491,0.141666890919437,21.51581461997441,1.2875861146623044,25.0,12.961124999999987,56.25,1.657878002671169,95.86900300267115,4.441117188073319,25.19003951053206,4.336291071126726,100.0,46.55971343393368,225.0,18.803420253533368,390.36313368746704,2.774119027509423,30.8267563468562,3.8698755299464738,100.0,26.56816902291171,225.0,14.975936617278501,366.5441056401902,2.5684181894621636,3,4.441117188073319,False
0.57883844578223,0.0509509803883292,1.4441030547650904,1.21791700311299,0.059662796500327,0.0097138207192707,8.162077179550177,4.220996138363159,3.790108851993424,0.2925827061917871,1.5899804591154998,0.0732836210898491,0.141666890919437,21.51581461997441,1.2875861146623044,25.0,12.961124999999987,56.25,1.657878002671169,95.86900300267115,4.441117188073319,25.19003951053206,4.336291071126726,100.0,46.55971343393368,225.0,18.803420253533368,390.36313368746704,2.774119027509423,30.8267563468562,3.8698755299464738,100.0,26.56816902291171,225.0,14.975936617278501,366.5441056401902,2.5684181894621636,3,4.441117188073319,False
0.6072874136862725,0.0841406119616125,0.9623912693714822,1.4226470968842737,0.019172356017632,0.006274474000741,11.333225064168577,2.297592268369113,2.910790505899709,0.3149369555639713,2.174989411730052,0.4810629343416293,0.2352753849676207,62.96586114146247,1.4864672483599626,25.0,12.961124999999987,56.25,2.2095848804468385,96.42070988044682,0.2071550066257157,89.69120006266479,4.999510352862257,100.0,46.55971343393368,225.0,24.995103768376886,396.5548172023106,0.4866603276510434,64.33075611087851,4.460849081286335,100.0,26.56816902291171,225.0,19.899174526013134,371.4673435489249,0.8129947110586072,3,0.8129947110586072,True
0.6072874136862725,0.0841406119616125,0.9623912693714822,1.4226470968842737,0.019172356017632,0.006274474000741,11.333225064168577,2.297592268369113,2.910790505899709,0.3149369555639713,2.174989411730052,0.4810629343416293,0.2352753849676207,62.96586114146247,1.4864672483599626,25.0,12.961124999999987,56.25,2.2095848804468385,96.42070988044682,0.2071550066257157,89.69120006266479,4.999510352862257,100.0,46.55971343393368,225.0,24.995103768376886,396.5548172023106,0.4866603276510434,64.33075611087851,4.460849081286335,100.0,26.56816902291171,225.0,19.899174526013134,371.4673435489249,0.8129947110586072,3,0.8129947110586072,True
0.6649336963065786,0.1237292910168944,1.294083436413664,1.891701673456589,0.069134070164466,0.0045781547101518,6.77107428530743,2.4176203837290497,2.0907116845755707,0.8866123669226442,1.406882952946347,0.3705004609295735,0.1193656595407451,41.00071287639638,1.4864672483599626,25.0,12.961124999999987,56.25,2.2095848804468385,96.42070988044682,2.444067405839213,79.04384509686747,4.999510352862257,100.0,46.55971343393368,225.0,24.995103768376886,396.5548172023106,0.04801496774752147,57.599073767985786,4.460849081286335,100.0,26.56816902291171,225.0,19.899174526013134,371.4673435489249,1.162266327482802,3,2.444067405839213,True
0.6649336963065786,0.1237292910168944,1.294083436413664,1.891701673456589,0.069134070164466,0.0045781547101518,6.77107428530743,2.4176203837290497,2.0907116845755707,0.8866123669226442,1.406882952946347,0.3705004609295735,0.1193656595407451,41.00071287639638,1.4864672483599626,25.0,12.961124999999987,56.25,2.2095848804468385,96.42070988044682,2.444067405839213,79.04384509686747,4.999510352862257,100.0,46.55971343393368,225.0,24.995103768376886,396.5548172023106,0.04801496774752147,57.599073767985786,4.460849081286335,100.0,26.56816902291171,225.0,19.899174526013134,371.4673435489249,1.162266327482802,3,2.444067405839213,True
0.8163147255882439,0.0884316168795208,0.9027157002741688,1.3561730855124587,0.0528601245406804,0.0227882898400139,8.579100365028875,3.882620904637905,2.429974864398021,0.7634521337165082,1.056929238261905,0.1908958318435502,0.317550061237376,10.024930816952171,1.2875861146623044,25.0,12.961124999999987,56.25,1.657878002671169,95.86900300267115,5.614701587039593,14.539035953856512,4.336291071126726,100.0,46.55971343393368,225.0,18.803420253533368,390.36313368746704,3.3132026423265115,10.137091533690878,3.8698755299464738,100.0,26.56816902291171,225.0,14.975936617278501,366.5441056401902,3.6490813203071375,3,5.614701587039593,False
