wave,rows,nroy_pct,Imax_median,Imax_p95,Imax_max,metrics_used_mean
wave1,1022.0,23.581213307240702,3.3682182964118823,5.196998410839749,8.181774706388884,11.0
wave2,1050.0,35.714285714285715,2.617178067048382,2.819605622154495,4.500353820931317,12.0
