wave,trained,skipped,gpr_cv_mean,gpr_cv_median,gpr_cv_share_ge
wave1,31.0,4.0,0.4745090269655662,0.556271254703098,0.8387096774193549
wave2,27.0,8.0,0.38848374200244357,0.3781285396937396,0.5185185185185185
