metric,wave1,wave2,delta_wave2_minus_wave1
NROY_pct,9.90566037735849,54.0,44.09433962264151
Imax_median,3.4577864017986095,2.683261605417913,-0.7745247963806965
RI_shrink_mean,12.215469534306202,45.513981731621556,33.298512197315354
bad_run_pct,3.6363636363636362,0.0,-3.6363636363636362
