metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,6.0331392,6.0331392,0.0,fixed_baseline,0,,,
Output_mean,80.0,10.0,12.0662784,12.0662784,0.0,fixed_baseline,0,,,
Consumption_mean,80.0,10.0,12.0662784,12.0662784,0.0,fixed_baseline,0,,,
AvgPrice_mean,1.05,0.05,0.070386624,0.070386624,0.0,fixed_baseline,0,,,
DefaultsHH_rate,0.004,0.002,0.0027423360000000006,0.0027423360000000006,0.0,fixed_baseline,0,,,
BankFailed_share,0.0,0.01,0.00914112,0.00914112,0.0,fixed_baseline,0,,,
BankResolved_share,0.05,0.03,0.04570560000000001,0.04570560000000001,0.0,fixed_baseline,0,,,
BankResolutionHaircut_mean,0.02,0.01,0.01828224,0.01828224,0.0,fixed_baseline,0,,,
BankBailedOut_share,0.02,0.02,0.02742336,0.02742336,0.0,fixed_baseline,0,,,
BankBailoutAmount_mean,0.2,0.2,0.21207398400000002,0.21207398400000002,0.0,fixed_baseline,0,,,
Transfers_mean,6.5,2.0,2.12073984,2.12073984,0.0,fixed_baseline,0,,,
HH_Deposit_mean,1.5,1.0,1.06036992,1.06036992,0.0,fixed_baseline,0,,,
Bank_Equity_mean,10.0,7.5,7.0752268800000016,7.0752268800000016,0.0,fixed_baseline,0,,,
PriceDispersion_mean,0.1,0.06,0.10969344,0.10969344,0.0,fixed_baseline,0,,,
InventoryGap_mean,0.0,0.25,0.31993920000000003,0.31993920000000003,0.0,fixed_baseline,0,,,
CreditRejections_mean,30.0,5.0,18.282240000000005,18.282240000000005,0.0,fixed_baseline,0,,,
FirmDowntimeShare_mean,0.05,0.04,0.06398784000000002,0.06398784000000002,0.0,fixed_baseline,0,,,
