component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,414,3,0.007246376811594203,0.036231884057971016,0.019927536231884056,4,4
CU,0.2,414,3,0.007246376811594203,0.036231884057971016,0.019927536231884056,4,4
CU,0.3,414,12,0.028985507246376812,0.036231884057971016,0.019927536231884056,4,4
CU,0.4,414,15,0.036231884057971016,0.036231884057971016,0.019927536231884056,4,4
EV,0.1,414,3,0.007246376811594203,0.07971014492753623,0.04710144927536232,3,3
EV,0.2,414,15,0.036231884057971016,0.07971014492753623,0.04710144927536232,3,3
EV,0.3,414,27,0.06521739130434782,0.07971014492753623,0.04710144927536232,3,3
EV,0.4,414,33,0.07971014492753623,0.07971014492753623,0.04710144927536232,3,3
MD,0.1,414,114,0.2753623188405797,0.8043478260869565,0.5634057971014492,1,1
MD,0.2,414,210,0.5072463768115942,0.8043478260869565,0.5634057971014492,1,1
MD,0.3,414,276,0.6666666666666666,0.8043478260869565,0.5634057971014492,1,1
MD,0.4,414,333,0.8043478260869565,0.8043478260869565,0.5634057971014492,1,1
OU,0.1,414,78,0.18840579710144928,0.5869565217391305,0.41123188405797106,2,2
OU,0.2,414,150,0.36231884057971014,0.5869565217391305,0.41123188405797106,2,2
OU,0.3,414,210,0.5072463768115942,0.5869565217391305,0.41123188405797106,2,2
OU,0.4,414,243,0.5869565217391305,0.5869565217391305,0.41123188405797106,2,2
