component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,641,0,0.0,0.0,0.0,3,3
CU,0.2,641,0,0.0,0.0,0.0,3,3
CU,0.3,641,0,0.0,0.0,0.0,3,3
CU,0.4,641,0,0.0,0.0,0.0,3,3
EV,0.1,641,0,0.0,0.0,0.0,3,3
EV,0.2,641,0,0.0,0.0,0.0,3,3
EV,0.3,641,0,0.0,0.0,0.0,3,3
EV,0.4,641,0,0.0,0.0,0.0,3,3
MD,0.1,641,28,0.0436817472698908,0.18408736349453977,0.1060842433697348,1,1
MD,0.2,641,52,0.0811232449297972,0.18408736349453977,0.1060842433697348,1,1
MD,0.3,641,74,0.11544461778471139,0.18408736349453977,0.1060842433697348,1,1
MD,0.4,641,118,0.18408736349453977,0.18408736349453977,0.1060842433697348,1,1
OU,0.1,641,12,0.0187207488299532,0.0436817472698908,0.03159126365054602,2,2
OU,0.2,641,19,0.029641185647425898,0.0436817472698908,0.03159126365054602,2,2
OU,0.3,641,22,0.0343213728549142,0.0436817472698908,0.03159126365054602,2,2
OU,0.4,641,28,0.0436817472698908,0.0436817472698908,0.03159126365054602,2,2
