param,initial_low,initial_high,nroy_min,nroy_max,nroy_p05,nroy_p95,shrink_pct
alpha_mean,0.55,0.95,0.558998710535491,0.9315166528755544,0.5745834644854609,0.9139884074081625,6.870514414984131
alpha_std,0.01,0.15,0.0249862535180581,0.1342124722998877,0.0313483024905591,0.1282316851064915,21.981272298693135
wage,0.8,1.5,0.8663437160646088,1.4497982634914697,0.9267433257932818,1.42074505274604,16.649350367591296
productivity,0.8,2.2,0.9460088311900297,1.9158033085915047,1.0323452348293944,1.8869525024508431,30.728965899894646
loan_rate,0.01,0.08,0.0118087660571268,0.0728119495233026,0.0133939334442643,0.066191304211692,12.852595048320303
deposit_rate,0.0,0.03,0.0015087574054396,0.027576836932882,0.0018742191922378,0.0256424346839995,13.106401575191995
bank_credit_multiplier,4.0,12.0,4.193217289080076,11.318441160174396,4.307631323579511,11.002444202881886,10.934701611320996
hh_debt_cap_multiplier,2.0,5.0,2.113708677021629,4.681577914620744,2.1762249363148074,4.469876686163994,14.404358746696156
firm_debt_cap_multiplier,1.5,5.0,1.6239084752485968,4.756500356227234,1.6790006692593216,4.570809005984017,10.497374829181794
adaptation_rate,0.2,1.0,0.2476198711878434,0.9276188586945596,0.2735258123482095,0.90088161436157,15.000126561660466
price_elasticity,0.8,3.0,0.9508329089700388,2.857954311867816,1.0758229904951078,2.78244163563042,13.312663504646505
skill_wage_weight,0.0,0.5,0.0358334759956912,0.4803130120428054,0.0607689001615888,0.4616110787360574,11.104092790577159
demand_smoothing,0.05,0.4,0.0582486954070057,0.3414952204907192,0.0631207476677872,0.3162969706067283,19.072421404653305
