wave,trained,skipped,gpr_cv_mean,gpr_cv_median,gpr_cv_share_ge
wave1,29.0,8.0,0.5762996426902741,0.7224544484259591,0.8275862068965517
wave2,29.0,8.0,0.40043097084521895,0.4793446164576057,0.8275862068965517
