,Employment,UnemploymentRate,WageBill,Output,Production,Consumption,Transfers,UnemploymentTransfers,HH_Deposit,HH_Debt,Firm_Debt,Firm_Cash,Inventories,AvgPrice,AvgMarkup,PriceDispersion,InventoryGap,SalesForecastError,InventoryTurnover,CreditRejections,FirmDowntimeShare,ReentryCount,Bank_Equity,Bank_Loans,Bank_Deposits,BankFailed,BankResolved,BankResolutionAmount,BankResolutionHaircut,BankBailedOut,BankBailoutAmount,Defaults,DefaultsHH,DefaultsFirm,BalanceOK
0,100,0.0,117.83168637487657,113.69961278585436,113.69961278585436,210.2384751333069,12.019434993782044,0.0,26.537445384517486,5.047567563060608,58.445361650654974,115.37791994061678,0.0,1.1298532099242524,0.06921327272003026,0.024876067902017754,-1.0,0.8955235603376719,2.0,48.0,0.0,0.0,50.0,63.492929213715584,141.91536532513427,False,False,0.0,0.0,False,0.0,0,0,0,True
1,100,0.0,119.46877459167942,113.69961278585436,113.69961278585436,160.74582771981295,12.019434993782044,0.0,11.003704725086266,18.834279566349593,63.521279905806736,116.93984396083741,0.0,1.1455199249224324,0.08095743737808965,0.028628755388785006,-1.0,0.49491996613495637,2.0,86.0,0.0,0.0,52.513220065395934,82.35555947215633,127.94354868592367,False,False,0.0,0.0,False,0.0,0,0,0,True
2,100,0.0,119.41423834613926,113.69961278585436,113.69961278585436,147.6349971183586,12.019434993782044,0.0,7.404368852607963,32.59892004483631,67.03107341292993,118.41441159258699,0.0,1.1602127226300276,0.09459493035730901,0.031591894115847376,-1.0,0.3038869178146809,2.0,94.0,0.0,0.0,55.52202921342511,99.62999345776623,125.81878044519495,False,False,0.0,0.0,False,0.0,0,0,0,True
3,100,0.0,119.41083173711743,113.3795507446033,113.69961278585436,145.66608538535513,12.019434993782044,0.0,5.860643159566844,47.426129352978485,69.12360407685212,119.54585158361179,0.3200620412510382,1.1746366242956143,0.10797095609189275,0.03464207447111251,-0.9979337595220088,0.19345702756655228,1.9890626993774148,95.0,0.0,0.0,58.794044530365426,116.54973342983061,125.40649474317864,False,False,0.0,0.0,False,0.0,0,0,0,True
4,100,0.0,119.39274387490539,112.38646526251173,113.69961278585436,144.96014312129986,12.019434993782044,0.0,5.083419166723236,63.35491176680285,71.14943572798805,120.92948456206345,1.633209564593674,1.1887585378605872,0.12105682888170743,0.03774749825828165,-0.9898566296512294,0.11964706390098542,1.9465926854332125,96.0,0.0,0.0,62.21397154989357,134.5043474947909,126.01290372878668,False,False,0.0,0.0,False,0.0,0,0,0,True
5,100,0.0,119.28556149041471,111.53775352159849,113.69961278585436,144.53902813011544,12.019434993782044,0.0,4.673045589002514,80.42624235940875,75.40535075089811,125.06513827132852,3.795068828849555,1.2025152733499547,0.13379922252098508,0.04083651243448495,-0.9768415104087532,0.0736927342314084,1.8844969436963193,99.0,0.0,0.0,65.76649142529878,155.83159311030687,129.73818386033105,False,False,0.0,0.0,False,0.0,0,0,0,True
6,100,0.0,119.17507903642033,110.69628078958493,113.69961278585436,143.93783990751032,12.019434993782044,0.0,4.430254052675285,98.33778060433417,79.5203810275179,129.40877287797895,6.798400825118971,1.2158834153253641,0.14618429274861314,0.04381809767171964,-0.9587735295484776,0.04315878144761813,1.8119445307183972,99.0,0.0,0.0,69.57171477885986,177.85816163185206,133.83902693065423,False,False,0.0,0.0,False,0.0,0,0,0,True
7,100,0.0,119.06047115217196,109.83059573633483,113.69961278585436,143.0258267016506,12.019434993782044,0.0,4.274298982037758,116.75735734310254,83.55538271590376,133.91929121937164,10.66741787463849,1.2288052201356368,0.1581607704326499,0.04665731736500075,-0.9352151158274479,0.02757733410548171,1.736536465249511,98.0,0.0,0.0,73.6160152733304,200.3127400590063,138.1935902014094,False,False,0.0,0.0,False,0.0,0,0,0,True
8,100,0.0,118.93529034463705,109.12581781471911,113.69961278585436,142.39325206705777,12.019434993782044,0.0,4.173174402184439,135.9765540091234,87.8865431049926,139.101773561349,15.241212845773719,1.2412196784817309,0.1696744602613785,0.04932065656286569,-0.9068903012058417,0.025477930920631175,1.667185549661971,98.0,0.0,0.0,77.89122668578514,223.863097114116,143.27494796353344,False,False,0.0,0.0,False,0.0,0,0,0,True
9,100,0.0,118.80951480948588,108.33757855489768,113.69961278585436,141.77535302672618,12.019434993782044,0.0,4.107984348975128,156.0454543916846,93.07225955416472,145.25358917640887,20.60324707673039,1.2530804319162114,0.18068457304399155,0.05178278995874925,-0.8731048893587785,0.022243493805688474,1.6005776874698765,94.0,0.0,0.0,82.41000330388894,249.1177139458493,149.361573525384,False,False,0.0,0.0,False,0.0,0,0,0,True
