metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,7.827078600000002,7.827078600000002,0.0,fixed_baseline,0,,,
Output_mean,80.0,10.0,15.654157200000004,15.654157200000004,0.0,fixed_baseline,0,,,
Consumption_mean,80.0,10.0,15.654157200000004,15.654157200000004,0.0,fixed_baseline,0,,,
AvgPrice_mean,1.05,0.05,0.09131591700000004,0.09131591700000004,0.0,fixed_baseline,0,,,
DefaultsHH_rate,0.004,0.002,0.003557763000000002,0.003557763000000002,0.0,fixed_baseline,0,,,
BankFailed_share,0.0,0.01,0.011859210000000004,0.011859210000000004,0.0,fixed_baseline,0,,,
BankResolved_share,0.05,0.03,0.059296050000000024,0.059296050000000024,0.0,fixed_baseline,0,,,
BankResolutionHaircut_mean,0.02,0.01,0.023718420000000007,0.023718420000000007,0.0,fixed_baseline,0,,,
BankBailedOut_share,0.02,0.02,0.035577630000000006,0.035577630000000006,0.0,fixed_baseline,0,,,
BankBailoutAmount_mean,0.2,0.2,0.27513367200000016,0.27513367200000016,0.0,fixed_baseline,0,,,
Transfers_mean,6.5,2.0,2.7513367200000007,2.7513367200000007,0.0,fixed_baseline,0,,,
HH_Deposit_mean,1.5,1.0,1.3756683600000004,1.3756683600000004,0.0,fixed_baseline,0,,,
Bank_Equity_mean,10.0,7.5,9.179028540000004,9.179028540000004,0.0,fixed_baseline,0,,,
PriceDispersion_mean,0.1,0.06,0.14231052000000002,0.14231052000000002,0.0,fixed_baseline,0,,,
InventoryGap_mean,0.0,0.25,0.4150723500000002,0.4150723500000002,0.0,fixed_baseline,0,,,
CreditRejections_mean,30.0,5.0,23.718420000000005,23.718420000000005,0.0,fixed_baseline,0,,,
FirmDowntimeShare_mean,0.05,0.04,0.08301447000000003,0.08301447000000003,0.0,fixed_baseline,0,,,
