wave,wave_dir,n,steps,nroy_pct,Imax_median,Imax_p95,gpr_r2_cv_median,gpr_r2_cv_share_ge_threshold,shrink_mean,shrink_delta,wave_blocking_pass,stable_candidate
1,C:\Users\Alexander\Desktop\Education\Aspa\code\output_quality_campaign_night_20260214_021850\exp04_wave1_from_credit_bounds\01_wave1,200,140,3.0,3.4594230217897803,3.8273750793225463,0.3779398875485474,0.5555555555555556,64.77744282354281,,False,False
2,C:\Users\Alexander\Desktop\Education\Aspa\code\output_quality_campaign_night_20260214_021850\exp04_wave1_from_credit_bounds\02_wave2,200,140,39.0,2.8169482138411626,3.0321446974498274,0.3173036989474073,0.5769230769230769,65.42181267155092,0.644369848008111,False,False
3,C:\Users\Alexander\Desktop\Education\Aspa\code\output_quality_campaign_night_20260214_021850\exp04_wave1_from_credit_bounds\waves\wave_03,200,140,35.0,2.831401594140748,3.180502381439582,0.2539967759023511,0.34615384615384615,69.88600313048462,4.4641904589337,False,False
4,C:\Users\Alexander\Desktop\Education\Aspa\code\output_quality_campaign_night_20260214_021850\exp04_wave1_from_credit_bounds\waves\wave_04,250,140,27.200000000000003,2.841179324917489,3.188222401325891,0.1710812133715647,0.24,73.37817770276489,3.4921745722802626,False,False
5,C:\Users\Alexander\Desktop\Education\Aspa\code\output_quality_campaign_night_20260214_021850\exp04_wave1_from_credit_bounds\waves\wave_05,250,140,55.2,2.7333726612237617,2.924752440251344,0.1074288567676969,0.2,76.3454932434974,2.967315540732514,False,False
