component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,483,24,0.049689440993788817,0.11180124223602485,0.08695652173913043,3,4
CU,0.2,483,39,0.08074534161490683,0.11180124223602485,0.08695652173913043,3,4
CU,0.3,483,51,0.10559006211180125,0.11180124223602485,0.08695652173913043,3,4
CU,0.4,483,54,0.11180124223602485,0.11180124223602485,0.08695652173913043,3,4
EV,0.1,483,24,0.049689440993788817,0.11801242236024845,0.09006211180124224,2,3
EV,0.2,483,42,0.08695652173913043,0.11801242236024845,0.09006211180124224,2,3
EV,0.3,483,51,0.10559006211180125,0.11801242236024845,0.09006211180124224,2,3
EV,0.4,483,57,0.11801242236024845,0.11801242236024845,0.09006211180124224,2,3
MD,0.1,483,39,0.08074534161490683,0.2422360248447205,0.16459627329192547,1,2
MD,0.2,483,66,0.13664596273291926,0.2422360248447205,0.16459627329192547,1,2
MD,0.3,483,96,0.19875776397515527,0.2422360248447205,0.16459627329192547,1,2
MD,0.4,483,117,0.2422360248447205,0.2422360248447205,0.16459627329192547,1,2
OU,0.1,483,45,0.09316770186335403,0.2422360248447205,0.17236024844720496,1,1
OU,0.2,483,66,0.13664596273291926,0.2422360248447205,0.17236024844720496,1,1
OU,0.3,483,105,0.21739130434782608,0.2422360248447205,0.17236024844720496,1,1
OU,0.4,483,117,0.2422360248447205,0.2422360248447205,0.17236024844720496,1,1
