metric,target,sigma_obs,sigma_model,sigma_ev,sigma_ev_quantile,var_obs,var_md,var_ev,source_ev,replicate_groups,enabled_for_sa,notes
Employment_mean,65.0,5.0,4.8114,,0.9,25.0,23.149569959999997,22.026592592592646,seed_replicates,350,True,
Output_mean,80.0,10.0,9.6228,,0.9,100.0,92.59827983999999,35.03965011254541,seed_replicates,350,True,
Consumption_mean,80.0,10.0,9.6228,,0.9,100.0,92.59827983999999,48.04940693395089,seed_replicates,350,True,
AvgPrice_mean,1.05,0.05,0.056133,,0.9,0.0025000000000000005,0.0031509136890000003,0.00041320296712051664,seed_replicates,350,True,
DefaultsHH_rate,0.004,0.002,0.002187,,0.9,4e-06,4.782969000000001e-06,1.4307851239669924e-06,seed_replicates,350,True,
BankFailed_share,0.0,0.01,0.007290000000000001,,0.9,0.0001,5.314410000000002e-05,0.0,seed_replicates,350,True,
BankResolved_share,0.05,0.03,0.03645000000000001,,0.9,0.0009,0.0013286025000000007,0.0010812672176308516,seed_replicates,350,True,
BankResolutionHaircut_mean,0.02,0.01,0.014580000000000003,,0.9,0.0001,0.00021257640000000007,6.933627981283524e-05,seed_replicates,350,True,
BankBailedOut_share,0.02,0.02,0.02187,,0.9,0.0004,0.0004782969,4.820936639118497e-05,seed_replicates,350,True,
BankBailoutAmount_mean,0.2,0.2,0.169128,,0.9,0.04000000000000001,0.028604280384,0.028643094788844047,seed_replicates,350,True,
Transfers_mean,6.5,2.0,1.6912800000000001,,0.9,4.0,2.8604280384000003,0.31501720055805926,seed_replicates,350,True,
HH_Deposit_mean,1.5,1.0,0.8456400000000001,,0.9,1.0,0.7151070096000001,0.23371608601842275,seed_replicates,350,True,
Bank_Equity_mean,10.0,7.5,5.64246,,0.9,56.25,31.837354851599997,23.64959094016003,seed_replicates,350,True,
PriceDispersion_mean,0.1,0.06,0.08748,,0.9,0.0036,0.0076527504,0.0003754775315819236,seed_replicates,350,False,
InventoryGap_mean,0.0,0.25,0.25515000000000004,,0.9,0.0625,0.06510152250000002,0.011669490145243521,seed_replicates,350,False,
CreditRejections_mean,80.0,10.0,14.58,,0.9,100.0,212.5764,493.7321111111112,seed_replicates,350,False,
FirmDowntimeShare_mean,0.05,0.04,0.05103000000000001,,0.9,0.0016,0.0026040609000000012,0.0,seed_replicates,350,False,
