metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,4.0019430088704,4.0019430088704,0.0,fixed_baseline,0,,,
Output_mean,80.0,10.0,8.0038860177408,8.0038860177408,0.0,fixed_baseline,0,,,
Consumption_mean,80.0,10.0,8.0038860177408,8.0038860177408,0.0,fixed_baseline,0,,,
AvgPrice_mean,1.05,0.05,0.04668933510348801,0.04668933510348801,0.0,fixed_baseline,0,,,
DefaultsHH_rate,0.004,0.002,0.0018190650040320008,0.0018190650040320008,0.0,fixed_baseline,0,,,
BankFailed_share,0.0,0.01,0.006063550013440002,0.006063550013440002,0.0,fixed_baseline,0,,,
BankResolved_share,0.05,0.03,0.030317750067200014,0.030317750067200014,0.0,fixed_baseline,0,,,
BankResolutionHaircut_mean,0.02,0.01,0.012127100026880003,0.012127100026880003,0.0,fixed_baseline,0,,,
BankBailedOut_share,0.02,0.02,0.018190650040320003,0.018190650040320003,0.0,fixed_baseline,0,,,
BankBailoutAmount_mean,0.2,0.2,0.14067436031180805,0.14067436031180805,0.0,fixed_baseline,0,,,
Transfers_mean,6.5,2.0,1.4067436031180802,1.4067436031180802,0.0,fixed_baseline,0,,,
HH_Deposit_mean,1.5,1.0,0.7033718015590401,0.7033718015590401,0.0,fixed_baseline,0,,,
Bank_Equity_mean,10.0,7.5,4.693187710402562,4.693187710402562,0.0,fixed_baseline,0,,,
PriceDispersion_mean,0.1,0.06,0.07276260016128001,0.07276260016128001,0.0,fixed_baseline,0,,,
InventoryGap_mean,0.0,0.25,0.21222425047040006,0.21222425047040006,0.0,fixed_baseline,0,,,
CreditRejections_mean,80.0,10.0,12.127100026880006,12.127100026880006,0.0,fixed_baseline,0,,,
FirmDowntimeShare_mean,0.05,0.04,0.04244485009408002,0.04244485009408002,0.0,fixed_baseline,0,,,
