metric,target,sigma_obs,sigma_model,sigma_ev,sigma_ev_quantile,var_obs,var_md,var_ev,source_ev,replicate_groups,enabled_for_sa,notes
Employment_mean,65.0,5.0,29.388888888888886,,0.9,25.0,863.7067901234566,242.69192592592674,seed_replicates,287,True,
Output_mean,80.0,10.0,34.448195868485634,,0.9,100.0,1186.6781985935506,551.9008874230406,seed_replicates,287,True,
Consumption_mean,80.0,10.0,39.98193576408972,,0.9,100.0,1598.5551874437965,386.066216990893,seed_replicates,287,True,
AvgPrice_mean,1.05,0.05,0.2219426501993007,,0.9,0.0025000000000000005,0.049258539977489156,0.00022784106754536893,seed_replicates,287,True,
DefaultsHH_rate,0.004,0.002,0.0018148148148148667,,0.9,4e-06,3.293552812071519e-06,4.3065843621400416e-07,seed_replicates,287,True,
BankFailed_share,0.0,0.01,1e-09,,0.9,0.0001,1e-18,0.0,seed_replicates,287,True,
BankResolved_share,0.05,0.03,0.05,,0.9,0.0009,0.0025000000000000005,0.001141975308641975,seed_replicates,287,True,
BankResolutionHaircut_mean,0.02,0.01,0.010273214190115367,,0.9,0.0001,0.00010553892979598774,4.9699226521533674e-05,seed_replicates,287,True,
BankBailedOut_share,0.02,0.02,0.012592592592592634,,0.9,0.0004,0.00015857338820301887,3.086419753086414e-05,seed_replicates,287,True,
BankBailoutAmount_mean,0.2,0.2,0.2,,0.9,0.04000000000000001,0.04000000000000001,0.003513039887319471,seed_replicates,287,True,
Transfers_mean,6.5,2.0,3.1075784442074585,,0.9,4.0,9.657043786902848,3.194276591282938,seed_replicates,287,True,
HH_Deposit_mean,1.5,1.0,1.36737899294621,,0.9,1.0,1.869725310350591,0.5762574231511877,seed_replicates,287,True,
Bank_Equity_mean,10.0,7.5,7.537240556342432,,0.9,56.25,56.80999520417318,27.130190387849268,seed_replicates,287,True,
