wave,rows,nroy_pct,Imax_median,Imax_p95,Imax_max,metrics_used_mean
wave1,1171.0,97.43808710503843,1.4790931788396056,2.485028435376761,6.095164950997334,14.0
wave2,1196.0,98.7458193979933,1.8381662309018687,2.668214197091784,8.60761458070642,14.0
