wave,trained,skipped,gpr_cv_mean,gpr_cv_median,gpr_cv_share_ge
wave1,28.0,7.0,-0.5632809147561149,0.6708114919730527,0.9285714285714286
wave2,27.0,8.0,0.37505525062792544,0.3366867298595967,0.6296296296296297
